,Time,normal_Eucli_d
0,1.0,0.0004337863697423507
1,2.0,0.0027365302993257326
2,3.0,0.006072678943337391
3,4.0,0.008176947967864749
4,5.0,0.007562630458303638
5,6.0,0.007694472045009169
6,7.0,0.008080847433874019
7,8.0,0.007965527387757182
8,9.0,0.007518985732548333
9,10.0,0.007275177966919628
10,11.0,0.0073342044656368125
11,12.0,0.007684915143183073
12,13.0,0.0074790986078462855
13,14.0,0.007239358278975026
14,15.0,0.0070181265735162635
15,16.0,0.006822217580625775
16,17.0,0.0067049045495214035
17,18.0,0.006670794844711571
18,19.0,0.006513894057181378
19,20.0,0.006525814750789484
20,21.0,0.00655234719245948
21,22.0,0.006778380562678401
22,23.0,0.0066378298069830685
23,24.0,0.006502037042712607
24,25.0,0.006490031879036072
25,26.0,0.006492758998375907
26,27.0,0.00696845059397795
27,28.0,0.007242791378574184
28,29.0,0.007177745695936988
29,30.0,0.007105736886970778
30,31.0,0.0075144133114655376
31,32.0,0.007407677967890093
32,33.0,0.00735707472481819
33,34.0,0.0076435983693853874
34,35.0,0.007656244741169854
35,36.0,0.007606677783039252
36,37.0,0.007640313887529605
37,38.0,0.007553955290821638
38,39.0,0.007647955893698801
39,40.0,0.007765514483610293
40,41.0,0.007674838096075379
41,42.0,0.007627971293926794
42,43.0,0.0075806492066734085
43,44.0,0.007670219389303705
44,45.0,0.007701874827015547
45,46.0,0.00787815399776309
46,47.0,0.007807709344582091
47,48.0,0.00774539381853847
48,49.0,0.007691681131745333
49,50.0,0.0076834700087869
50,51.0,0.008151522423458107
51,52.0,0.008075342412495965
52,53.0,0.008154541099404158
53,54.0,0.008132096346695808
54,55.0,0.008099144399189637
55,56.0,0.00804386814688311
56,57.0,0.008032445338413819
57,58.0,0.008226160356931387
58,59.0,0.008354424221970136
59,60.0,0.009129517845556132
60,61.0,0.009068207341778352
61,62.0,0.009168414968077247
62,63.0,0.009354033140953618
63,64.0,0.009361790341590518
64,65.0,0.009394580065295042
65,66.0,0.009429878866524972
66,67.0,0.009428660058369379
67,68.0,0.009488148406334825
68,69.0,0.009516060281136409
69,70.0,0.009808306620006882
70,71.0,0.010037766672181009
71,72.0,0.010222233093669842
72,73.0,0.010193717150367357
73,74.0,0.01020758254688505
74,75.0,0.010158784395180429
75,76.0,0.01011850404402331
76,77.0,0.010063842631831695
77,78.0,0.010003028064380002
78,79.0,0.009943477356209075
79,80.0,0.009897288897426889
80,81.0,0.009993430413347805
81,82.0,0.010029921305484513
82,83.0,0.009973943178458336
83,84.0,0.009986721737726204
84,85.0,0.010170297033425046
85,86.0,0.010145412479724683
86,87.0,0.010151892218936477
87,88.0,0.010114496531842867
88,89.0,0.010063046034178728
89,90.0,0.01009266414594897
90,91.0,0.010155706041785091
91,92.0,0.010138419308509006
92,93.0,0.010154928205286832
93,94.0,0.01010602723804794
94,95.0,0.010286978041447244
95,96.0,0.010434817525931828
96,97.0,0.011015757702737789
97,98.0,0.010987430234571903
98,99.0,0.011844973876229827
99,100.0,0.011864807081877619
100,101.0,0.012505410431582622
101,102.0,0.012532752563033942
102,103.0,0.012611252645100872
103,104.0,0.012644365672220116
104,105.0,0.012680138036268421
105,106.0,0.012860079248861348
106,107.0,0.012875142127555835
107,108.0,0.012869766474655306
108,109.0,0.012861856258471529
109,110.0,0.01288830677335939
110,111.0,0.012841250012857916
111,112.0,0.012821669918397883
112,113.0,0.012898636494882947
113,114.0,0.013361794892979879
114,115.0,0.013309750889811124
115,116.0,0.013302515887060282
116,117.0,0.01325751101686568
117,118.0,0.013305498956352458
118,119.0,0.013472980584400069
119,120.0,0.013428369822846627
120,121.0,0.013379223565336941
121,122.0,0.013330124242000408
122,123.0,0.013369377817357435
123,124.0,0.013339306995532471
124,125.0,0.013376416176537603
125,126.0,0.013439633956420144
126,127.0,0.013420588964472636
127,128.0,0.013598962148087004
128,129.0,0.01361065932343408
129,130.0,0.01370849284581839
130,131.0,0.013851399600491606
131,132.0,0.013828798672242085
132,133.0,0.013856687409243668
133,134.0,0.013815639477548172
134,135.0,0.013827347937656397
135,136.0,0.013914701818070823
136,137.0,0.01423143919493605
137,138.0,0.014239123797754497
138,139.0,0.014204740847327441
139,140.0,0.014184258989547453
140,141.0,0.014159438495870376
141,142.0,0.014296110572314853
142,143.0,0.014259754385457391
143,144.0,0.014262595061469957
144,145.0,0.014248756631789176
145,146.0,0.01439225430682242
146,147.0,0.014349943981181829
147,148.0,0.014325883505794933
148,149.0,0.014356251765901662
149,150.0,0.014322070811399884
150,151.0,0.014333181998644466
151,152.0,0.0142932787755608
152,153.0,0.014750085403823433
153,154.0,0.014996339026006866
154,155.0,0.01537446265967648
155,156.0,0.015474314403514086
156,157.0,0.015705331167907354
157,158.0,0.015669647331936484
158,159.0,0.015636280109207038
159,160.0,0.016068648195558255
160,161.0,0.016808124118162675
161,162.0,0.01686745489713189
162,163.0,0.016862680995918873
163,164.0,0.01708065056667958
164,165.0,0.017154220800677026
165,166.0,0.01715419266049896
166,167.0,0.017220422812369445
167,168.0,0.017334895027076018
168,169.0,0.017348976647669337
169,170.0,0.017321453799855058
170,171.0,0.01731085809713342
171,172.0,0.017316862725210422
172,173.0,0.017362883318072547
173,174.0,0.017326944460915192
174,175.0,0.017595705164239476
175,176.0,0.017613393703868892
176,177.0,0.01803494983837941
177,178.0,0.0181518033035863
178,179.0,0.01825465616622024
179,180.0,0.0182172373561914
180,181.0,0.018539553557999373
181,182.0,0.018671445597644262
182,183.0,0.018697521597208267
183,184.0,0.018702691547661455
184,185.0,0.018695578413027866
185,186.0,0.018702879537822518
186,187.0,0.01895953524064482
187,188.0,0.018920873936900656
188,189.0,0.018889082437204132
189,190.0,0.019051805774724682
190,191.0,0.019986930486519054
191,192.0,0.020481238025792495
192,193.0,0.0212349701756718
193,194.0,0.021564085643225733
194,195.0,0.022666765425044828
195,196.0,0.023714933177740004
196,197.0,0.024962727889140713
197,198.0,0.026438357194308912
198,199.0,0.028389266583710084
199,200.0,0.03034254869066774
200,201.0,0.03581692332128501
201,202.0,0.03822970473274269
202,203.0,0.0425494003166582
203,204.0,0.044719733692199816
204,205.0,0.04839128785116956
205,206.0,0.050240973006370176
206,207.0,0.05342973299473512
207,208.0,0.05521510427130487
208,209.0,0.05820512825999542
209,210.0,0.05998625447202771
210,211.0,0.06274687697387142
211,212.0,0.06431547082599551
212,213.0,0.06699957453650447
213,214.0,0.06835462280730388
214,215.0,0.07076224009325235
215,216.0,0.07204694934178478
216,217.0,0.07406876135031891
217,218.0,0.07542080923856374
218,219.0,0.07729618461906182
