cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
1.6859526471005362,1.9564332435195197,0.0,-2.103325701318951,-0.153436241722325,0.0,0.1757673432467196,0.12452427711699632,0.0,0.0,1.6398517720210597,0.052449137628563805,0.0,0.0,0.0,0.41332738099172606,0.0,0.0,0.0,0.0,0.0
