cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
-12.067474302787607,-7.834494856915013,0.0,10.165243014402368,0.0,0.0,11.95846117161064,0.0,0.0,0.0,4.244009539157909,0.0,0.0,0.0,0.0,0.5106320271545479,0.0,0.0,0.0,0.0,0.0
