cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
-11.115965060252773,-6.898469833611945,0.0,9.498321707205685,0.0,0.0,10.805714038151683,0.0,0.0,0.0,3.7600870892044194,0.0,0.0,0.0,0.0,0.44453646707592326,0.0,0.0,0.0,0.0,0.0
