cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.19557936967441847,0.0,0.0,0.0,0.0,0.01972143263410852,0.0,-10.0,0.05
