cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.08901992269613439,0.0,0.0,0.0,0.0,0.019429967318075364,0.0,-5.0,0.05
