cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.30719204550380586,0.0,0.0,0.0,0.0,0.02027761232366372,0.0,-15.0,0.05
