cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.1984448373249478,0.0,0.0,0.0,0.0,0.020615936510348487,0.0,-10.0,0.05
