cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*y_5,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,y_5*x_1*x_1,y_5*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_1*y_5,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_2*y_5,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_3*y_5,x_1*y_4*y_4,x_1*y_4*y_5,x_1*y_5*y_5
0.0,-342.57615028830196,0.0,0.0,66.91736093046528,0.0,86.36730146051008,-33.99189321594312,2.1830583265628425,313.9439547230757,-261.30475481319183,0.0,0.0,0.0,0.0,0.0,-67.07953717914269,0.0,0.0,0.0,0.0,1.4443760812935762,-54.86044363117312,0.0,0.1103453296273336,257.5947375838813,33.999138364317076,-2.184223339863041,364.15022151699424,168.58658052468263,0.0,0.0,-0.2415801896662113,0.0,0.0,-5.011117378887708,0.0,-83.13153057877426,128.66236536437714,92.14218363402534
