cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_4*y_4
3.629007862317966,-11.16617241480675,3.503409452862509,0.0,0.0,-0.6039147707608149,-29.760368523099455,0.0,-3.7774265939679745,-0.18524910621744436,0.0,0.0,0.0,0.0,18.59419610839855,9.193218637206897,0.0,0.0,0.0,-0.24970536166808865,0.0,0.0,67.88970766292654,1.156513314942833,19.426587159535117,0.0,0.0,-7.38874582195691,0.0,-2.1783487700849262,-31.7625325327362,0.2786564836561958
