cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*y_5,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,y_5*x_1*x_1,y_5*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_1*y_5,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_2*y_5,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_3*y_5,x_1*y_4*y_4,x_1*y_4*y_5,x_1*y_5*y_5
0.0,0.0,0.0,0.0,1581.6558368178344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23470152256848506,0.0,-1581.6211647879281,0.0,0.0,0.0,0.0,0.0,0.0,7.4875217016516515,-8.886628630311384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8533310734909667,0.0,0.0,0.0
