cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*y_5,x_1*y_6,x_1*y_7,x_1*y_8,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,y_5*x_1*x_1,y_5*p*x_1,y_6*x_1*x_1,y_6*p*x_1,y_7*x_1*x_1,y_7*p*x_1,y_8*x_1*x_1,y_8*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_1*y_5,x_1*y_1*y_6,x_1*y_1*y_7,x_1*y_1*y_8,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_2*y_5,x_1*y_2*y_6,x_1*y_2*y_7,x_1*y_2*y_8,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_3*y_5,x_1*y_3*y_6,x_1*y_3*y_7,x_1*y_3*y_8,x_1*y_4*y_4,x_1*y_4*y_5,x_1*y_4*y_6,x_1*y_4*y_7,x_1*y_4*y_8,x_1*y_5*y_5,x_1*y_5*y_6,x_1*y_5*y_7,x_1*y_5*y_8,x_1*y_6*y_6,x_1*y_6*y_7,x_1*y_6*y_8,x_1*y_7*y_7,x_1*y_7*y_8,x_1*y_8*y_8
-0.5534236245323135,-0.8014899391164861,0.3638949937736773,-120.86746094386014,0.0,0.0,-234.02218265684425,96.61749273510077,-1.0782005148472484,0.0,-24.050953173330754,-51.28085656988355,-16.045726726938778,-139.64843130187583,0.0,0.0,0.0,0.0,233.2215630440812,-1.2735843305254626,120.84798604501455,0.3665009252266642,0.0,0.0,0.0,0.0,0.0,0.2322592989614071,0.0,-0.2938736744656271,0.0,0.0,-0.6699610416697791,-0.7698939918722344,396.76369508689595,432.90434295032225,0.0,0.21772125037657739,-15.73574387459385,-12.826731841876374,5.774760293599063,-130.72072841446374,-412.18153257100954,1.072062232457474,0.9613228369472012,68.8758275280983,108.53730664855259,28.13606703649438,152.96044167602395,0.0,0.0,23.249860996443157,0.0,0.0,0.0,0.0,-2.1636883194277865,50.479531242538,-1.0126296952817777,0.0,1.286357889865009,-23.12256336797156,-18.93012302616574,104.81975648452239,4.689715963040997,-9.197576698575862,-346.8424805262149,-1.974133645312236,46.56273196871734,-21.057427702823922
