cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_4*y_4
5.833087670910523,1524.298550585846,-2.1582208391959936,329.70100924421916,4.9793922483932,0.21350207296280665,813.3442891537136,-4985.99923358155,-0.1138067862792319,-15.177878823062446,0.0,0.0,0.0,0.0,711.731952758374,-0.3004409639722021,-329.6979592038222,-4.851875660897907,0.0,0.0,0.0,-0.15277798041765508,-812.8560340312614,0.0,0.0,3.60509771218232,2747.8484352072296,0.11671249815111795,14.93017396332219,0.0,0.0,0.1458841720003647
