cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_4*y_4
23.220952930082415,1.0491117497521396,-6.491806314815596,0.0,0.0,0.4849894470372612,-29.60637075253488,0.0,-2.9843549394167668,-16.52771820972003,0.0,0.0,0.0,0.0,0.0,3.2132911766599492,0.0,0.0,0.0,0.0,0.0,-0.22639328818737625,0.0,0.0,22.804243658717407,0.0,0.0,0.0,0.0,2.469355678845905,0.0,18.609828819647955
