cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_2*y_2
-0.5874714490631536,0.0,5.167082545785663,0.0,-26.22744890940105,-2.5403148016349664,0.0,0.0,0.0,0.0,0.0,0.2697772133790821,0.0,0.0,0.0,26.239646292133457,0.0,0.0,0.0
