cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*y_5,x_1*y_6,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,y_5*x_1*x_1,y_5*p*x_1,y_6*x_1*x_1,y_6*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_1*y_5,x_1*y_1*y_6,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_2*y_5,x_1*y_2*y_6,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_3*y_5,x_1*y_3*y_6,x_1*y_4*y_4,x_1*y_4*y_5,x_1*y_4*y_6,x_1*y_5*y_5,x_1*y_5*y_6,x_1*y_6*y_6
-1.485517371432708,-17.30063986518862,1.4257847367069079,19.362912236554234,-4.07238980075156,0.0,-29.93925035117511,0.0,0.15441180530877333,0.0,-12.262248270753869,2.9387628035993374,0.0,0.0,0.0,0.0,0.0,0.20188530064353472,-19.395247785670428,3.991225538139986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2185084692795,0.0,0.0,0.0,6.943460144471109,-2.4157074155707323,20.156499728640245,-0.15425149541340535,0.0,7.24552948749613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.536389995991073,0.0,-2.83960002951588
