cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_4*y_4
0.0,0.0,-4.902888808893112,0.0,-8.737194952142227,0.7746382667131738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.738748395616785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
