cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_2*y_2
-0.6167229845407463,180.71353367121188,-0.4943153325320731,300.5044931127319,-0.7807599563444249,0.2667548087472654,685.8777711303057,-394.51915657841573,0.0,0.0,0.0,0.0,-505.1690970505336,0.18335849847726715,-300.5072558000006,0.7982009814293526,-52.11618271098115,-1193.4925251354377,719.3748194324177
