cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_3*y_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11948082999578341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11939467146759443,0.0,0.0,0.0,0.0
