cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*y_3,x_1*y_4,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,y_3*x_1*x_1,y_3*p*x_1,y_4*x_1*x_1,y_4*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_1*y_3,x_1*y_1*y_4,x_1*y_2*y_2,x_1*y_2*y_3,x_1*y_2*y_4,x_1*y_3*y_3,x_1*y_3*y_4,x_1*y_4*y_4
0.0,-637.1456369888188,0.0,0.0,-8.4521528567744,0.14699953485311093,0.0,1454.2252024686343,0.0,23.06936356038341,0.0,0.0,0.0,0.0,80.8839817081158,7.08497171183316,0.0,8.175671996961247,0.0,0.0,0.0,0.0,0.0,0.0,-0.43830987129863785,0.0,-894.4027389997996,0.0,-26.19495158565142,0.0,0.0,4.643915476208998
