cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,x_1*y_1*y_1
-2.039440272917325,-264.6445496941802,0.0,-63.90268270820086,-6.569946475863752,0.11044067717051484,751.6998019639759,0.0,0.0,0.0,0.0,63.902015931886005,6.92898344247679,-489.93599056604114
