cte,x_1,p,x_1^2,x_1*p,p^2,x_1*y_1,x_1*y_2,x_1*x_1*x_1,x_1*x_1*p,x_1*p*p,p*p*p,y_1*x_1*x_1,y_1*p*x_1,y_2*x_1*x_1,y_2*p*x_1,x_1*y_1*y_1,x_1*y_1*y_2,x_1*y_2*y_2
-3.946579720912195,118.970549880704,2.80065945935312,49.81376203303716,0.0,-0.28150161153279324,212.37370556613018,-110.17845052305626,0.0,0.0,0.0,0.0,-93.4022554233844,0.5425006495316036,-49.81484628422603,0.10961044393160999,-206.54387479735004,-281.5903825992228,84.27555888006844
