cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.0,0.0,0.0,0.10152779149810472,0.05979307283391091,0.07445163869786396,0.0,0.0,0.0,-0.4608728709413559,0.310230775168702,0.29306374695086324,0.13765412403362018,0.2628339102867452,0.14385429547323167,0.07535629923550669,0.0747622898362376,0.0,0.0
