cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.0,0.0,0.0,0.09613844012016648,0.05143784410989945,0.06705322491207584,0.0,0.0,0.0,-0.4772342480167812,0.238687121718444,0.3500970766681092,0.11661887686500037,0.20142248805337043,0.20092178703180896,0.05967457752867506,0.08230119247618083,0.0,0.0
