cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi),initial_theta,delta_theta
0.0,-0.12928756774275685,0.0,1995.4373244852777,0.0,-0.00656441630186259,0.0,0.0,99.77185791244226,0.0,-20.0,1e-05
