cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0019912293805951047,0.0,0.0,0.0,0.0,0.0,0.0,0.09992206685584569,0.0
