cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001994193453668219,0.0,0.0,0.0,0.0,0.0,0.0,0.09989798419438517,0.0
