cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0019924914948338452,0.0,0.0,0.0,0.0,0.0,0.0,0.09992110969398181,0.0
