cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001991269868166788,0.0,0.0,0.0,0.0,0.0,-0.0029214570838290667,0.9982195803745152,0.0
