cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi),initial_theta,delta_theta
0.0,0.14347841633941555,0.0,-1995.9509968527002,0.0,-0.007073826628515109,0.0,0.0,99.79755612342323,0.0,20.0,1e-05
