cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi),initial_theta,delta_theta
0.0,0.0,0.0,0.19839854517929972,0.0,0.0,0.0,0.0,0.020349208259064454,0.0,-10.0,0.05
