cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.0019956413366342108,0.0,0.0,0.0,0.0,0.0,0.0,0.9983303613788431,0.0
