cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi)
0.0,0.001993637044060485,0.0,0.0,0.0,0.0,0.0,0.0,0.09987689583644051,0.0
