cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
56.68998382999702,115.78151829769097,0.0,32.71096049355831,0.0,0.0,-94.21402213004767,0.0,0.0,0.0,-99.8775822802747,0.0,0.0,0.0,0.0,-38.479932309436336,0.0,0.0,0.0,0.0,0.0,-5.359032442590139,0.0,0.0,0.0,0.0,0.0,0.0
