cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,-77.32860024224615,0.0,-199.26476818242236,0.0,0.0,-205.47782089225643,0.0,0.0,0.0,-105.74819172661988,0.0,0.0,0.0,0.0,-27.135576037737003,0.0,0.0,0.0,0.0,0.0,-2.776160901613521,0.0,0.0,0.0,0.0,0.0,0.0
