cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,-90.30092989250667,0.0,-230.7237275942989,0.0,0.0,-235.82351520364062,0.0,0.0,0.0,-120.30004821386821,0.0,0.0,0.0,0.0,-30.603779597742744,0.0,0.0,0.0,0.0,0.0,-3.104747915418661,0.0,0.0,0.0,0.0,0.0,0.0
