cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6,initial_theta,delta_theta
0.4052191549159289,0.15421183791209664,0.5117642267742855,-0.45627462323821366,-0.09922589423878254,0.3630765040330188,0.4463286521655346,0.0,0.05877573592228746,0.29679467393403086,-0.1713628419881912,-0.13467136092554302,-0.21210466857183932,0.046896224399288804,0.18760822437118235,-0.21456551989907677,0.343262524472691,0.10336094380278618,-0.07630573731793741,0.07960390329332472,0.06526171889720558,0.0,0.062166304984085485,0.110220143784992,-0.17506058798292928,-0.047189764613748145,-0.20145976191412726,-0.7197398520991615,0.0,0.001
