cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
-0.05142270692020975,0.14724753056725795,0.07418527569230046,-0.24078235957202476,0.05284281620576749,0.13211003436880078,0.31671691398485163,0.0,0.24665594412960387,-0.05518576758645319,-0.2856714384145082,0.0,-0.06936782835822317,0.04149999777655773,0.026883695871331947,-0.2226970037360567,0.07068960406367988,-0.08758527454948349,0.052268790361991405,0.0,0.0,-1.0,0.005
