cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
1.46141002186087,1.3439461691210342,0.0,-1.878153901971287,0.0,0.0,2.4592421675301104,0.7834744525941859,0.0,0.0,2.5542363343886216,0.20669370538821807,0.0,0.0,0.0,0.4641509669333213,0.0,0.0,0.0,0.0,0.0,0.0,0.005
