cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
430.6825141363193,1218.3067641776815,0.0,1376.3298356783505,0.0,0.0,775.7575039800034,0.0,0.0,0.0,218.10960113450625,0.0,0.0,0.0,0.0,24.46889366185817,0.0,0.0,0.0,0.0,0.0
