cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
414.2150739062593,1262.639195508946,0.0,1537.2772916779531,0.0,0.0,933.8943483898354,0.0,0.0,0.0,283.0148294243002,0.0,0.0,0.0,0.0,34.22337100540586,0.0,0.0,0.0,0.0,0.0
