cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
0.0,2.6362844726828283,0.31261829882002373,-0.7146330763329558,0.0,0.0,0.0,0.136441662717429,0.0,0.0,1.0691528808777222,0.044711709160229714,0.0,0.0,0.0,0.26483275549994756,0.0,0.0,0.0,0.0,0.0,-1.0,0.01
