cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
-5.847869047207037,-4.064734307604305,0.0,5.0281807619013525,0.0,0.0,6.107533360933284,0.0,0.0,0.0,2.198942386918703,0.0,0.0,0.0,0.0,0.2670938108953494,0.0,0.0,0.0,0.0,0.0
