cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5
292.6591902128287,744.8217136875334,0.0,756.7991587761379,0.0,0.0,383.44192840042416,0.0,0.0,0.0,96.84878579362605,0.0,0.0,0.0,0.0,9.75447266611882,0.0,0.0,0.0,0.0,0.0
