cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,initial_theta,delta_theta
-0.03962956383324482,0.12380342978000557,0.0,-0.22227673792150743,0.0,0.1312141611000337,0.3147105896092989,0.0,0.1864450671539479,0.0,-0.3027000309637156,0.0,0.0,-0.026315627676290775,0.0,-0.23275917119593162,0.0699904095491361,-0.04434888670225981,0.0,0.0,0.0,-1.0,0.005
