Time,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t,mean_smape_AIC,lower_smape_AIC,upper_smape_AIC
0.14,1.7693606379992013e-08,1.5065450447098616e-08,2.032176231288541e-08,0.3096774783064265,0.261069417535724,0.358285539077129,0.6515338693658224,0.5741967558484187,0.728870982883226,1.156910754915075e-08,9.907508819626613e-09,1.3230706278674887e-08
0.15,1.7668383335975363e-08,1.5044420242754098e-08,2.029234642919663e-08,0.309648397272678,0.2610432067610594,0.3582535877842966,0.651522715538958,0.5741868392155406,0.7288585918623754,1.1552863783218958e-08,9.893778308748076e-09,1.3211949257689839e-08
0.16,1.7643261609486106e-08,1.502347476044257e-08,2.0263048458529642e-08,0.30961922257097263,0.26101690793742127,0.358221537204524,0.6515115794152037,0.5741769382023947,0.7288462206280126,1.153668551945141e-08,9.880103187604822e-09,1.3193267851297998e-08
0.17,1.7618240642853117e-08,1.5002613535639235e-08,2.0233867750067e-08,0.30958995450652815,0.2609905213438313,0.358189387669225,0.6515004609831595,0.5741670527994153,0.7288338691669037,1.1520572394306146e-08,9.866483152499968e-09,1.3174661636112323e-08
0.18,1.7593319847686347e-08,1.4981836073828277e-08,2.0204803621544417e-08,0.3095605933822552,0.260964047257155,0.35815713950735545,0.6514893602314639,0.5741571829970693,0.7288215374658584,1.1504524027301144e-08,9.852917877776975e-09,1.3156130176825313e-08
0.19,1.7568498665778195e-08,1.496114190828174e-08,2.017585542327465e-08,0.30953113949877925,0.26093748595212235,0.35812479304543615,0.6514782771487876,0.5741473287858507,0.7288092255117244,1.1488540053198507e-08,9.83940705439874e-09,1.3137673051998274e-08
0.2,1.7543776519854278e-08,1.4940530552965326e-08,2.014702248674323e-08,0.309501593154463,0.26091083770134893,0.3580923486075771,0.651467211723842,0.5741374901562887,0.7287969332913954,1.1472620115568012e-08,9.825950382520337e-09,1.3119289848615686e-08
0.21,1.751915286009876e-08,1.492000154901865e-08,2.011830417117887e-08,0.3094719546454281,0.26088410277535645,0.35805980651549973,0.6514561639453718,0.5741276670989401,0.7287846607918034,1.1456763836406049e-08,9.812547540216456e-09,1.3100980132595642e-08
0.22,1.7494627135081697e-08,1.489955443402644e-08,2.0089699836136954e-08,0.30944222426557766,0.2608572814425942,0.35802716708856114,0.6514451338021569,0.5741178596043922,0.7287724079999215,1.1440970868231858e-08,9.79919823348848e-09,1.3082743502975234e-08
0.23,1.747019878992693e-08,1.4879188743654165e-08,2.0061208836199694e-08,0.3094124023066175,0.26083037396945863,0.35799443064377634,0.6514341212830143,0.5741080676632635,0.728760174902765,1.1425240847292497e-08,9.785902153768159e-09,1.3064579540816835e-08
0.24,1.7445867280829863e-08,1.4858904021730869e-08,2.0032830539928857e-08,0.3093824890580766,0.2608033806203132,0.35796159749583994,0.6514231263767977,0.5740982912662036,0.7287479614873917,1.1409573428610252e-08,9.772659010710121e-09,1.3046487846510384e-08
0.25,1.7421632063327347e-08,1.4838699812114237e-08,2.0004564314540457e-08,0.3093524848073287,0.2607763016575084,0.35792866795714895,0.6514121490723948,0.5740885304038913,0.7287357677408982,1.1393968248597343e-08,9.759468495044345e-09,1.3028468002150342e-08
0.26,1.739749259633909e-08,1.4818575661154788e-08,1.997640953152339e-08,0.3093223898396129,0.2607491373414014,0.3578956423378244,0.6514011893587295,0.5740787850670359,0.728723593650423,1.1378424972462993e-08,9.746330323917072e-09,1.3010519621008914e-08
0.27,1.7373448358340008e-08,1.4798531133599623e-08,1.9948365583080393e-08,0.30929220443805383,0.26072188793037504,0.3578625209457326,0.6513902472247627,0.5740690552463785,0.7287114392031468,1.1362943242561653e-08,9.733244192348867e-09,1.2992642292774438e-08
0.28,1.7349498804072705e-08,1.4778565770376207e-08,1.9920431837769203e-08,0.3092619288836814,0.26069455368085626,0.3578293040865066,0.6513793226594884,0.574059340932688,0.7286993043862888,1.1347522730759403e-08,9.72020982724281e-09,1.2974835634275995e-08
0.29,1.732564342400324e-08,1.4758679146857226e-08,1.9892607701149255e-08,0.30923156345545094,0.2606671348473356,0.35779599206356627,0.6513684156519384,0.5740496421167653,0.7286871891871114,1.1332163075925465e-08,9.707226917277705e-09,1.2957099234573225e-08
0.3,1.7301881682003556e-08,1.4738870812092122e-08,1.986489255191499e-08,0.309201108430263,0.26063963168238546,0.3577625851781405,0.6513575261911783,0.5740399587894407,0.7286750935929158,1.1316863957930655e-08,9.694295195067451e-09,1.293943272079386e-08
0.31,1.727821307263036e-08,1.4719140344433055e-08,1.9837285800827666e-08,0.309170564082982,0.26061204443667796,0.357729083729286,0.6513466542663103,0.574030290941575,0.7286630175910457,1.1301625034451163e-08,9.681414370382886e-09,1.292183569851944e-08
0.32,1.7254637072858758e-08,1.4699487303890584e-08,1.9809786841826932e-08,0.3091399306864555,0.260584373359003,0.35769548801390805,0.6513357998664712,0.5740206385640585,0.7286509611688838,1.1286445967089194e-08,9.668584153783656e-09,1.2904307780394732e-08
0.33,1.7231153180062307e-08,1.4679911271128054e-08,1.978239508899656e-08,0.30910920851153323,0.2605566186962861,0.35766179832678036,0.6513249629808335,0.5740110016478122,0.7286389243138549,1.1271326443234544e-08,9.655804284732732e-09,1.2886848601736356e-08
0.34,1.7207760879246858e-08,1.4660411814529491e-08,1.9755109943964227e-08,0.3090783978270852,0.260528780693606,0.35762801496056434,0.6513141435986053,0.574001380183787,0.7286269070134236,1.125626610726545e-08,9.64307445911679e-09,1.2869457755414111e-08
0.35000000000000003,1.718445967874032e-08,1.4640988521538201e-08,1.9727930835942438e-08,0.30904749890002026,0.2605008595942117,0.3575941382058288,0.6513033417090281,0.5739917741629623,0.728614909255094,1.1241264664151315e-08,9.630394429970988e-09,1.2852134898331643e-08
