Time,mean_smape,lower_smape,upper_smape,mean_smape_p,lower_smape_p,upper_smape_p,mean_smape_t,lower_smape_t,upper_smape_t,mean_smape_AIC,lower_smape_AIC,upper_smape_AIC
0.36,0.07394468855567983,0.06091579205343187,0.08697358505792778,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1861753460714403,0.15009933613036147,0.2222513560125191
0.37,0.07183451006751436,0.059189438956452345,0.08447958117857637,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1852448616004491,0.1491490478050905,0.22134067539580768
0.38,0.06984232288046498,0.05755754909569496,0.082127096665235,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.18436742877449397,0.14825076385262514,0.2204840936963628
0.39,0.067956343896666,0.05601031771919139,0.0799023700741406,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.18353856542412622,0.1474002735283346,0.21967685731991785
0.4,0.06616779826051472,0.054540947088589316,0.07779464943244013,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.18275428567652352,0.14659381203475264,0.2189147593182944
0.41000000000000003,0.06446911802734849,0.05314363753500777,0.07579459851968921,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.18201103263638407,0.1458280027698678,0.21819406250290035
0.42,0.06285351810210128,0.051813156171179126,0.07389388003302344,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.18130562178875823,0.14509980834519076,0.2175114352323257
0.43,0.0613148954540129,0.05054476879885117,0.07208502210917463,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1806351931740406,0.14440648885439392,0.21686389749368726
0.44,0.05984774379065222,0.0493341814659848,0.07036130611531964,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17999717078433208,0.14374556616982404,0.21624877539884013
0.45,0.058447080951045095,0.04817749010604073,0.06871667179604946,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1793892279374571,0.14311479327350102,0.21566366260141318
0.46,0.057108386826421394,0.04707113697756771,0.06714563667527508,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1788092576193546,0.14251212781078348,0.2151063874279257
0.47000000000000003,0.055827550043822304,0.04601187285061436,0.06564322723703025,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.500255805641727,0.5002473740009106,0.5002642372825434,0.17825534698371917,0.14193570920472695,0.2145749847627114
0.48,0.05460082198223966,0.04499672406984733,0.06420491989463199,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17772575533917262,0.14138383878140579,0.21406767189693945
0.49,0.053424776954974815,0.0440229637723371,0.06282659013761252,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.17721889507968236,0.14085496245438006,0.21358282770498466
0.5,0.05229627760174052,0.0430880866581666,0.06150446854531444,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17673347548518156,0.14034777702919887,0.21311917394116425
0.51,0.0512124447018953,0.04218978681007989,0.06023510259371071,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.17626806374631898,0.13986089541527164,0.21267523207736633
0.52,0.05017063075528906,0.04132593813875623,0.059015323371821894,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17582137525437974,0.1393930645035557,0.21224968600520377
0.53,0.049168396786544,0.04049457709646868,0.05784221647661932,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1753922891246967,0.13894317498081643,0.21184140326857698
0.54,0.04821035240382493,0.039701810030745174,0.056718894776904685,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17497977296450426,0.13851020265948402,0.2114493432695245
0.55,0.04729114641331497,0.03894217609632584,0.055640116730304105,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17458287425320407,0.1380932004265956,0.21107254807981254
0.56,0.04641833191378947,0.0382250607459014,0.054611603081677534,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17420071271674906,0.13769129109297296,0.21071013434052516
0.5700000000000001,0.0455773491756386,0.03753426310998731,0.053620435241289885,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.500255805641727,0.5002473740009106,0.5002642372825434,0.17383247356277717,0.13730366102607103,0.21036128609948332
0.58,0.04477040598594335,0.03687290006316403,0.052667911908722664,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.17347740146542903,0.13692955446823835,0.21002524846261972
0.59,0.043993718576929526,0.03623712770793987,0.051750309445919185,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.17313479520473204,0.13656826845608738,0.2097013219533767
0.6,0.04324479562405542,0.03562455675410324,0.0508650344940076,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17280400287767259,0.13621914826702755,0.20938885748831762
0.61,0.0425204412295638,0.035031949322390066,0.05000893313673753,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17248445701219164,0.1358816130966478,0.20908730092773548
0.62,0.041819449808875996,0.03445833489177675,0.04918056472597524,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17217557670711564,0.13555508134356806,0.20879607207066322
0.63,0.04114069434517073,0.03390280510791748,0.04837858358242398,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.17187696049229617,0.135239115592948,0.20851480539164435
0.64,0.04048312002110452,0.03336450886302449,0.047601731179184543,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17158802015481128,0.13493314538496717,0.2082428949246554
0.65,0.03984573846623184,0.03284264783755666,0.04684882909490703,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17130827228016002,0.13463668686832186,0.20797985769199817
0.66,0.039227622551155375,0.032336472453747454,0.046118772648563296,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17103724149012658,0.13434926917283796,0.2077252138074152
0.67,0.0386279016681986,0.03184527819710852,0.04541052513928868,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17077452291303946,0.13407048108218728,0.20747856474389165
0.68,0.0380457574459117,0.03136840226731952,0.04472311262450389,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17051973654446922,0.13379993611474023,0.20723953697419822
0.6900000000000001,0.03748041985119628,0.030905220524488314,0.04405561917790425,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17027257525600947,0.13353730834164573,0.2070078421703732
0.7000000000000001,0.036931163638415934,0.030455144700730772,0.04340718257610109,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.17003276549978527,0.13328230233381577,0.20678322866575477
0.71,0.03639730510969534,0.030017619850477,0.042776990368913685,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1697999919956573,0.13303459598168327,0.2065653880096313
0.72,0.035878199154797986,0.029592122015920475,0.042164276293675494,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1695738363616034,0.13279379389408796,0.20635387882911882
0.73,0.03537323654261722,0.029178156086660807,0.04156831699857363,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16935426704721443,0.13255979675562501,0.20614873733880384
0.74,0.03488184143948937,0.0287752538348965,0.040988429044082245,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1691411915719634,0.13233246316072897,0.2059499199831978
0.75,0.034403469132309066,0.028382972109547013,0.04042396615507112,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1689340007572236,0.1321112656091966,0.2057567359052506
0.76,0.03393760393685408,0.028000891174463707,0.03987431669924445,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16873249541702126,0.13189598937233937,0.20556900146170315
0.77,0.033483757273853144,0.027628613177454985,0.039338901370251304,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16853657973764094,0.13168650091078402,0.20538665856449786
0.78,0.03304146589720105,0.027265760738235213,0.03881717105616688,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1683459176184777,0.13148248848811284,0.20520934674884256
0.79,0.032610290260370316,0.02691197564462866,0.03830860487611197,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1681602266506261,0.13128368373404314,0.20503676956720907
0.8,0.032189813008521445,0.026566917647442713,0.03781270836960018,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16797948465888943,0.13109001719771854,0.20486895212006032
0.81,0.031779637585096825,0.02623026334538504,0.037329011824808606,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16780350754842452,0.1309012998316853,0.20470571526516373
0.8200000000000001,0.031379386942818985,0.025901705152252034,0.036857068733385935,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16763209120537073,0.13071732986880863,0.20454685254193283
0.8300000000000001,0.030989107179518936,0.02558141856802799,0.03639679579100988,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1674649243609637,0.13053782699782807,0.20439202172409932
0.84,0.030608725130197266,0.02526943529730323,0.0359480149630913,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16730180449767615,0.13036259501983177,0.20424101397552052
0.85,0.03023721701464093,0.024964681933349803,0.03550975209593206,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1671425854294306,0.1301914821912873,0.20409368866757394
0.86,0.02987481521254266,0.02466753277348733,0.03508209765159799,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1669871279660771,0.13002434391412912,0.20394991201802506
0.87,0.029521053979313816,0.024377549693391634,0.034664558265236,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16683530533081517,0.1298610467145921,0.20380956394703825
0.88,0.029175260242875888,0.024094050025226917,0.03425647046052486,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1666871145449377,0.12970155209706175,0.20367267699281366
0.89,0.02883716596770271,0.02381681524705475,0.03385751668835067,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16654230272457976,0.1295456347804387,0.20353897066872081
0.9,0.028506515085739804,0.02354563656024556,0.03346739361123405,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1664007548906302,0.1293931749278026,0.20340833485345777
0.91,0.02818306283180358,0.02328031435349647,0.03308581131011069,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16626236124933455,0.12924405802484965,0.20328066447381946
0.92,0.027866575123034684,0.023020657701999736,0.03271249254406963,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1661270464134605,0.12909819682593754,0.20315589600098344
0.93,0.02755682797901718,0.022766483899095136,0.03234717205893922,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16599477456270376,0.12895553516840355,0.20303401395700396
0.9400000000000001,0.02725360697947229,0.0225176180179699,0.03198959594097468,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.500255805641727,0.5002473740009106,0.5002642372825434,0.1658654740580538,0.12881599109688519,0.2029149570192224
0.9500000000000001,0.02695670675670236,0.02227389250117651,0.031639521012228215,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16573892981039617,0.1286793757065556,0.20279848391423674
0.96,0.026665930520201084,0.022035146775925718,0.03129671426447645,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1656151119830742,0.12854564077538244,0.20268458319076593
0.97,0.02638108961106533,0.02180122689328273,0.03096095232884793,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16549389350776217,0.12841466584664912,0.20257312116887521
0.98,0.02610200308404057,0.021571985189547907,0.030632020978533236,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16537526484758608,0.1282864199998786,0.20246410969529355
0.99,0.025828497315212025,0.02134727996824435,0.0303097146621797,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1652590743812252,0.1281607661919341,0.2023573825705163
1.0,0.025560405633515054,0.021126975201260598,0.02999383606576951,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16514523339910536,0.1280376156699716,0.20225285112823913
1.01,0.02529756797438715,0.020910940247813755,0.029684195700960547,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16503367097722588,0.12791689392514424,0.2021504480293075
1.02,0.02503989056284861,0.020699119059005414,0.029380662066691807,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16492431903084637,0.12779852939094583,0.2020501086707469
1.03,0.02478916892170768,0.02049364079453071,0.02908469704888465,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16481711217286635,0.12768245329853412,0.20195177104719858
1.04,0.02454380556846362,0.020292704832118487,0.02879490630480875,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16471198758107217,0.1275685995408303,0.20185537562131403
1.05,0.02430373530845219,0.020096282496438463,0.02851118812046592,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1646088848732811,0.12745690454460482,0.20176086520195738
1.06,0.02406814636236963,0.019903478881019145,0.028232813843720114,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16450774598933218,0.12734730714956652,0.20166818482909785
1.07,0.023836913787582202,0.019714192558992094,0.02795963501617231,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16440851508029855,0.12723974849463535,0.20157728166596176
1.08,0.023609917265337736,0.019528325858539322,0.02769150867213615,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16431113840396563,0.1271341719106838,0.20148810489724747
1.09,0.023387040887867888,0.01934578469055029,0.027428297085185488,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16421556422540382,0.12703052281844793,0.2014006056323597
1.1,0.02316817295719586,0.01916647838570335,0.027169867528688375,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16412174272525662,0.12692874863398323,0.20131473681653
1.11,0.02295320579490225,0.018990319540374553,0.026916092049429945,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1640296259097297,0.1268287986763602,0.20123045314309917
1.12,0.022742035562156725,0.01881722387082036,0.026666847253493088,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16393916752877008,0.12673062408322744,0.20114771097431272
1.1300000000000001,0.0225345620893717,0.01864711007511892,0.026422014103624478,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16385032299684904,0.12663417772923719,0.2010664682644609
1.1400000000000001,0.022330688714881773,0.01847989970239273,0.026181477727370818,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.500255805641727,0.5002473740009106,0.5002642372825434,0.16376304931846808,0.1265394141492483,0.20098668448768786
1.1500000000000001,0.022130322132093098,0.01831551702886716,0.025945127235319037,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16367730501779373,0.12644628946569522,0.20090832056989225
1.16,0.02193337224458668,0.01815388894035114,0.02571285554882222,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16359305007193048,0.1263547613197053,0.20083133882415566
1.17,0.021739752028695256,0.017994944820754644,0.025484559236635868,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16351024584744922,0.1262647888055702,0.20075570288932823
1.18,0.021549377403105936,0.01783861644628339,0.02526013835992848,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16342885504041743,0.12617633240872053,0.20068137767211433
1.19,0.021362167105071862,0.0176848378849761,0.025039496325167623,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.16334884162018593,0.12608935394748427,0.20060832929288758
1.2,0.02117804257284399,0.017533545401271625,0.024822539744416353,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16327017077409942,0.12600381651607154,0.2005365250321273
1.21,0.020996927833959927,0.017384677365314058,0.024609178302605797,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16319280885738296,0.12591968443249588,0.20046593328227005
1.22,0.020818749399051244,0.017238174166723307,0.02439932463137918,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1631167233439426,0.12583692318766523,0.20039652350021994
1.23,0.020643436160852666,0.01709397813257637,0.024192894189128962,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16304188278019363,0.12575549939750563,0.20032826616288163
1.24,0.020470919298117368,0.016952033449360977,0.02398980514687376,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.1629682567411609,0.12567538075742235,0.20026113272489943
1.25,0.020301132184161484,0.01681228608867856,0.023789978279644408,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16289581578852988,0.12559653599872095,0.2001950955783388
1.26,0.02013409097732261,0.016674777246564316,0.0235934047080809,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417272,0.5002473740009108,0.5002642372825437,0.1628245314309174,0.12551893484738996,0.20013012801444485
1.27,0.019970067476776442,0.016539843744495648,0.023400291209057237,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16275437608603885,0.12544254798474225,0.20006620418733545
1.28,0.019808578393388857,0.016406946530279548,0.023210210256498165,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16268532304432104,0.12536734700968594,0.20000329907895614
1.29,0.019651663061747326,0.016278470046381367,0.023024856077113284,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16261734643536294,0.1252933044036413,0.19994138846708456
1.3,0.019497362911349556,0.016152163992762633,0.022842561829936478,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16255042119418256,0.12522039349561853,0.1998804488927466
1.31,0.019346315860749374,0.01602878722091912,0.02266384450057963,0.5296437878366642,0.5189181833598197,0.5403693923135088,0.5002558056417271,0.5002473740009107,0.5002642372825435,0.16248452303044433,0.12514858843007717,0.1998204576308115
