Time,mean_smape,lower_smape,upper_smape,mean_smape_ab,lower_smape_ab,upper_smape_ab,mean_smape_t,lower_smape_t,upper_smape_t,mean_smape_AIC,lower_smape_AIC,upper_smape_AIC
5.0,0.01470576468017337,0.002195926595403035,0.027215602764943704,0.43084391479701767,0.420906256441273,0.44078157315276234,0.0929680915141078,0.06430627749523332,0.12162990553298228,0.014668868793076474,0.0007301723468999804,0.028607565239252966
5.01,0.01470663384630177,0.002195930717620422,0.027217336974983117,0.4307462897166962,0.4208262330604769,0.4406663463729155,0.09296485903822335,0.0643025257871245,0.1216271922893222,0.014670599971084346,0.0007304685909108339,0.028610731351257856
5.0200000000000005,0.014707508815546994,0.002195934594997395,0.027219083036096593,0.430635103973209,0.42073906991458715,0.4405311380318308,0.0929616653359299,0.06429878881691373,0.12162454185494606,0.014672339373302028,0.0007307645195999239,0.02861391422700413
5.03,0.014708389572410763,0.0021959382283233946,0.02722084091649813,0.4305153466974155,0.42064736444688966,0.4403833289479413,0.09295851031144763,0.06429506677429545,0.1216219538485998,0.01467408697776214,0.0007310601357379716,0.028617113819786308
5.04,0.014709276101569652,0.0021959416183752554,0.02722261058476405,0.43039720009366556,0.42055654800992714,0.44023785217740397,0.09295539387196326,0.06429135984620066,0.12161942789772587,0.014675842762760252,0.000731355442079017,0.02862033008344149
5.05,0.014710168387873574,0.0021959447659174094,0.02722439200982974,0.4302806413250675,0.42046661280726766,0.4400946698428673,0.09295231592756745,0.0642876682168569,0.121616963638278,0.014677606706852355,0.0007316504413604416,0.02862356297234427
5.0600000000000005,0.014711066416344232,0.0021959476717018696,0.027226185160986592,0.4301656480247615,0.4203775511815125,0.4399537448680105,0.0929492763911926,0.06428399206784599,0.12161456071453922,0.014679378788852736,0.000731945136303239,0.028626812441402236
5.07,0.014711970172173785,0.002195950336468553,0.027227990007879017,0.4300521982832497,0.42028935561031855,0.43981504095618085,0.0929462751785535,0.0642803315781614,0.1216122187789456,0.01468115898783174,0.0007322395296122507,0.028630078446051227
5.08,0.014712879640723295,0.0021959527609452766,0.027229806520501314,0.4299336606508193,0.4201986387328899,0.4396686825687487,0.09294331220808867,0.06427668692426378,0.12160993749191357,0.014682947283113363,0.0007325336239761403,0.028633360942250587
5.09,0.014713794807521269,0.002195954945847862,0.027231634669194676,0.42980065155350244,0.42010028800961957,0.4395010150973853,0.09294294073468456,0.0642749222822188,0.12161095918715033,0.014684743654273288,0.0007328274220677646,0.028636659886478812
