t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,14.76311388177211,15.612773678447368,-0.03397214502320101,10.238131456276719,-15.063687278640934,-2.276842619087482,-10.644965811098913,-39.92388047120793,-8.872404320860545,21.738409092280694,15.25941208554854
0.02,0.001001001001001001,14.763703333014227,15.613396379588911,-0.03397453590512861,10.238538486682867,-15.064291797678196,-2.2769338274191044,-10.64539467128703,-39.925483298996255,-8.87276439754505,21.7392750110759,15.260016866875286
0.04,0.002002002002002002,14.76433148364931,15.614007089514315,-0.03395185205218274,10.238926342990641,-15.06493228670843,-2.2770488791068715,-10.645774984045381,-39.92710990732368,-8.873141320062443,21.74015456690081,15.260627294650341
0.06,0.003003003003003003,14.764998355942254,15.61460577255641,-0.03390415339370034,10.239294990111867,-15.065608648352164,-2.277187801684967,-10.646106675385813,-39.928760218613206,-8.873535067034906,21.741047643028246,15.261243351232407
0.08,0.004004004004004004,14.765703971486273,15.615192394057036,-0.033831497104521775,10.239644392250996,-15.066320779740355,-2.27735062423601,-10.646389676088969,-39.930434154741654,-8.873945616304471,21.741954120330558,15.261865018497547
0.1,0.005005005005005005,14.766448351169775,15.615766920367781,-0.03373393761375015,10.239974512917218,-15.067068572513973,-2.2775373773695566,-10.646623921693887,-39.932131637024554,-8.874372944930228,21.742873877270522,15.262492277827084
0.12,0.006006006006006006,14.767231515139837,15.616329318851783,-0.03361152661296892,10.240285314937314,-15.06785191282413,-2.2777480931987597,-10.646809352488434,-39.93385258620051,-8.87481702918551,21.743806789892623,15.263125110095187
0.14,0.007007007007007007,14.768053482762285,15.616879557886671,-0.03346431306391362,10.240576760469247,-15.068670681332813,-2.2779828053151885,-10.646945913500613,-39.93559692241506,-8.875277844555042,21.744752731814703,15.263763495656157
0.16,0.008008008008008008,14.768914272578378,15.61741760686862,-0.03329234320559352,10.240848811016495,-15.069524753214226,-2.2782415487618004,-10.647033554490763,-39.93736456520412,-8.875755365732063,21.74571157422009,15.264407414331417
0.18,0.009009009009009009,14.769813902258104,15.61794343621754,-0.03309566056085862,10.2411014274431,-15.070413998156802,-2.2785243600040634,-10.647072229944701,-39.939155433476905,-8.876249566615416,21.7466831858502,15.265056845396234
0.2,0.01001001001001001,14.770752388550099,15.618457017383417,-0.032874305942407034,10.241334569989467,-15.071338280365895,-2.278831276899225,-10.647061899067802,-39.94096944549847,-8.876760420306613,21.747667432997694,15.265711767566161
0.22,0.011011011011011011,14.771729747228195,15.618958322853802,-0.03262831745822774,10.241548198288873,-15.072297458567212,-2.279162338663724,-10.647002525780065,-39.94280651887179,-8.8772878991069,21.74866417950025,15.266372158983232
0.24,0.012012012012012012,14.772745993034608,15.619447326162472,-0.03235773051647317,10.2417422713847,-15.073291386010995,-2.279517585838743,-10.646894078712185,-39.94466657051952,-8.877831974514276,21.74967328673492,15.267037997201923
0.26,0.013013013013013013,14.773801139619785,15.619924001899248,-0.03206257782975597,10.241916747748384,-15.074319910477016,-2.2798970602538975,-10.646736531202633,-39.94654951666527,-8.878392617220532,21.750694613613256,15.267709259174865
0.28,0.014014014014014014,14.774895199478902,15.620388325720977,-0.03174288941886382,10.242071585298083,-15.075382874280402,-2.2803008049890594,-10.646529861295797,-39.94845527281461,-8.878969797108256,21.7517280165771,15.268385921238357
0.3,0.015015015015015015,14.776028183885055,15.620840274363696,-0.03139869261588615,10.242206741418046,-15.07648011427834,-2.2807288643343133,-10.646274051741166,-39.950383753735714,-8.879563483247846,21.752773349595238,15.269067959097663
0.32,0.016016016016016016,14.77720010281914,15.621279825655941,-0.03103001206674589,10.242322172978684,-15.077611461877689,-2.281181283748041,-10.6459690899936,-39.95233487343968,-8.880173643894524,21.753830464160835,15.269755347812117
0.34,0.017017017017017015,14.778410964896448,15.62170695853324,-0.03063686973312944,10.242417836357339,-15.078776743043552,-2.2816581098131348,-10.645614968214678,-39.954308545160586,-8.880800246485347,21.754899209289793,15.27044806178004
0.36,0.018018018018018018,14.779660777289992,15.622121653053735,-0.03021928489380761,10.242493687459755,-15.079975778308835,-2.2821593901913357,-10.645211683275164,-39.95630468133521,-8.881443257636226,21.75597943152003,15.271146074723504
0.38,0.01901901901901902,14.780949545650587,15.622523890414977,-0.02977727414533978,10.24254968174222,-15.081208382784846,-2.2826851735757008,-10.644759236758564,-39.95832319358259,-8.882102643138968,21.757070974911755,15.271849359672911
0.4,0.02002002002002002,14.782277274023704,15.622913652971834,-0.029310851402153455,10.2425857742344,-15.082474366172947,-2.2832355096411896,-10.644257634965822,-39.9603639926833,-8.882778367958316,21.758173681048785,15.272557888951447
0.42,0.02102102102102102,14.78364396476313,15.623290924255539,-0.028820027895990873,10.242601919562839,-15.08377353277734,-2.2838104489933806,-10.64370688892113,-39.962426988558505,-8.883470396229026,21.75928738904092,15.273271634159384
0.44,0.022022022022022022,14.785049618441452,15.623655688993834,-0.028304812174714065,10.242598071975141,-15.085105681518984,-2.284410043115309,-10.643107014378876,-39.964512090248896,-8.884178691252957,21.760411935527483,15.27399056615827
0.46,0.023023023023023025,14.786494233757397,15.624007933132214,-0.027765210100459327,10.2425741853648,-15.086470605950728,-2.2850343443124346,-10.64245803183172,-39.96661920589341,-8.884903215496204,21.761547154682003,15.274714655054993
0.48,0.024024024024024024,14.78797780744006,15.624347643856227,-0.027201224847131777,10.242530213296691,-15.08786809427366,-2.285683405655736,-10.641759966519821,-39.968748242707846,-8.885643930586243,21.76269287821816,15.275443870185754
0.5,0.025025025025025023,14.789500334150054,15.624674809614842,-0.026612856897230253,10.242466109033204,-15.089297929354732,-2.2863572809229358,-10.64101284844117,-39.97089910696335,-8.886400797309141,21.76384893539698,15.276178180099942
0.52,0.026026026026026026,14.791061806377616,15.624989420144816,-0.026000104037992418,10.242381825561033,-15.090759888745719,-2.287056024537863,-10.640216712363083,-39.97307170396482,-8.887173775606794,21.765015153035336,15.276917552543935
