t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.0,0.0,-35.835702374119336,-13.7719803064417,-0.23866203590729648,-12.42794892289213,-16.032234349714265,-5.472975358333159,-3.0428303664940937,13.569942895703127,12.72894928925113,-0.030882363978803343,-19.294109800867247,-10.056123836705682,40.023461765980784,11.39570950296274,8.431848519826351,-14.788174968757609,6.030423532578651,-8.187599165303503,-4.018572803203961,18.17951505134497,15.963519589478333,-27.607328726248433,9.653952022701171,11.411160155834555,20.99694443106142,4.523900573532301,-0.5939817457449125,38.028804000769874,-28.826538110594672,-8.807858485700766
0.02,0.001001001001001001,-35.837137029963365,-13.77253289317837,-0.2386731461648635,-12.42844809512169,-16.03288132424919,-5.47320006813839,-3.042958047902639,13.570484552244755,12.729458399795108,-0.030887868389040337,-19.29488244813586,-10.05652958562903,40.02506069857427,11.396164944092822,8.432184372486667,-14.788768241913754,6.030663395694577,-8.18793242132247,-4.018739145435629,18.18024150905374,15.964157847313237,-27.60843642379235,9.654333622135168,11.411615276788039,20.997781188174894,4.524076699800155,-0.5940073108058542,38.030324834220345,-28.82769433171103,-8.808211348502414
0.04,0.002002002002002002,-35.83857566147935,-13.77303921924711,-0.23871323379888898,-12.428992961862905,-16.033516375537374,-5.47343420427769,-3.043079370483694,13.571004761931864,12.729976294132939,-0.03091328593248307,-19.295642304221644,-10.056960964017502,40.02661283924183,11.396669256080203,8.432540696712,-14.78936208328489,6.03092015961819,-8.188245974507849,-4.018882242751522,18.181000831740516,15.964809844209075,-27.609552582334416,9.654763772583971,11.412085847965457,20.99855857267743,4.5242785403056756,-0.5940700378611466,38.031789243728355,-28.828829952583575,-8.80857259672763
0.06,0.003003003003003003,-35.840018165040206,-13.773499199339744,-0.2387822793262455,-12.429583526640897,-16.034139494016216,-5.4736777703789885,-3.043194411098589,13.571503531237244,12.730502928576039,-0.030958681883776838,-19.29638926218282,-10.057418031554835,40.028118032499876,11.397222354829578,8.43291743496,-14.789956470757291,6.031193887246072,-8.18853982497062,-4.019002013848664,18.18179297832846,15.965475650001565,-27.610677145741274,9.655242464499036,11.412571814788166,20.999276580254673,4.52450608901963,-0.5941698530257733,38.03319719601039,-28.82994498197509,-8.80894222045187
0.08,0.004004004004004004,-35.841464441724504,-13.773912743190179,-0.2388802595285085,-12.430219795606842,-16.034750670788416,-5.473930775620022,-3.043303242270448,13.57198085954735,12.731038259179218,-0.031024129472115303,-19.297123216257685,-10.057900843329083,40.029576128123935,11.39782415230608,8.433314520744542,-14.790551381674716,6.031484642351469,-8.188813974423677,-4.019098374686852,18.18261790787705,15.966155341804377,-27.61181005471485,9.65576969855218,11.413073121687727,20.999935203870223,4.524759342046619,-0.5943066882533703,38.03454865976051,-28.83103943225306,-8.809320204039121
0.1,0.005005005005005005,-35.84291439732779,-13.774279755534417,-0.23900714744018628,-12.430901777485543,-16.03534989762642,-5.474193234693153,-3.043405932186782,13.572436739156643,12.731582241763423,-0.031109709875349528,-19.29784406183509,-10.058409449840413,40.030986981140956,11.398474556527331,8.433731878643318,-14.791146792835379,6.031792489587696,-8.189068426178148,-4.019171238515852,18.183475579572242,15.966849004026782,-27.612951246787684,9.656345485618184,11.413589712138075,21.000534433732874,4.525038297609308,-0.5944804813435647,38.035843605576154,-28.83211331942428,-8.809706526145098
0.12,0.006006006006006006,-35.84436794237447,-13.77460013607308,-0.23916291233820852,-12.431629483520108,-16.03593716697691,-5.4744651677694085,-3.043502544702292,13.572871155262238,12.73213483193794,-0.031215512214980295,-19.298551695426028,-10.058943897010348,40.032350451821706,11.399173471548316,8.434169424306821,-14.791742680488609,6.032117494491566,-8.189303185140869,-4.019220515900702,18.18436595271312,15.96755672839507,-27.614100656317316,9.656969846757292,11.414121528686296,21.001074257265042,4.525342956029939,-0.5946911759455287,38.037082005890326,-28.83316666316795,-8.81010115972103
0.14,0.007007007007007007,-35.84582499213027,-13.774873779436449,-0.23934751973267393,-12.432402927413696,-16.036512471965352,-5.4747466004617396,-3.0435931393418563,13.573284085958877,12.732695985122069,-0.031341633552016364,-19.299246014636385,-10.059504226192438,40.03366640567334,11.399920797439128,8.434627064468668,-14.792339020331186,6.032459723486819,-8.189518257813038,-4.0192461147451395,18.185288986695003,15.968278613977727,-27.615258214479745,9.657642813197596,11.414668512982036,21.001554659072465,4.525673319709147,-0.5949387215577598,38.03826383491012,-28.83419948686735,-8.810504072018066
0.16,0.008008008008008008,-35.84728546661528,-13.775100575152086,-0.2395609313588561,-12.433222125268331,-16.03707580640061,-5.4750375637875255,-3.0436777713036975,13.57367550223421,12.73326565656626,-0.031488178883679385,-19.299926918140855,-10.060090474184381,40.03493471343213,11.400716430255597,8.435104696957296,-14.79293578750337,6.0328192438875705,-8.189713652290019,-4.0192479403131625,18.186244640989134,15.969014767214372,-27.616423849261956,9.658364426317215,11.415230605805519,21.00197562091511,4.526029393102074,-0.5952230735240942,38.03938906856162,-28.835211817640094,-8.81091522459227
0.18,0.009009009009009009,-35.848749290617626,-13.77528040761503,-0.2398031051704667,-12.4340870955208,-16.037627164779643,-5.475338094130321,-3.043756491462709,13.574045367964382,12.733843801372691,-0.03165526114093401,-19.300594305658088,-10.060702673241599,40.03615525105652,11.401560262002873,8.435602210709032,-14.793532956584606,6.0331961239017735,-8.189889378262324,-4.019225895248778,18.187232875118884,15.969765301948446,-27.617597485453523,9.659134737626257,11.415807747094187,21.002337121679375,4.526411182691761,-0.5955441930259538,38.04045768444128,-28.836203686366982,-8.81133457331024
