t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
0.0,0.0,39.501150319452954,11.267640457028115,-16.56537808200404,-0.2932473194813684,-34.25956210077582,14.643375532619855,-37.66492909591388,28.8741714061039,-22.683715888539773,35.28825149120779,10.693133195986105,13.01608684278846,-14.72426364544161,-30.605447361217287,-10.733502179807184,19.580984507327205,-30.809998532226366,-6.441286882508017,-34.10420272526894,27.330332439011666,-9.657020366786899,20.654142780282186,1.8551789240102614,16.274144274031563,15.445282475528616,28.1710226017551,33.556446274218665,32.272463548746074,-19.528524767410776,0.8355213507073335,13.51840752516859,12.678821133855926,-30.686883045531253,-0.382388074092029,-32.042337357674086,-29.94453264237412,-11.489175106425806
0.02,0.001001001001001001,39.502725217949575,11.268090164494302,-16.566042643980662,-0.2932616244882748,-34.26093653816037,14.64395631323753,-37.66643816777585,28.875323835604515,-22.68462736695713,35.28966222771117,10.693557305154195,13.016605030271934,-14.724853686262941,-30.606674235554138,-10.733937441099192,19.581765870503226,-30.81123323621815,-6.441546990303324,-34.10557024464135,27.331419497857684,-9.657407464248617,20.65496367523948,1.855252878452931,16.274789365009042,15.445896752809055,28.172149286701263,33.55778580608508,32.2737533742914,-19.529309925101273,0.8355500977243366,13.518947397581378,12.679326901115692,-30.68811667099203,-0.38240556960086175,-32.04362500107861,-29.945732661655992,-11.489639623323908
0.04,0.002002002002002002,39.504313945357865,11.268542401029972,-16.566751575842712,-0.2932962241096669,-34.262343349256355,14.64449949118095,-37.667907769422456,28.876466173145317,-22.685532479270965,35.29107781931388,10.693988832176798,13.017134954510023,-14.725413239816428,-30.60784535837991,-10.734362649296315,19.58256595041086,-30.812408358527243,-6.441774459793759,-34.106939460114305,27.33245681132952,-9.65788562273226,20.655732639003432,1.8553312495740952,16.27540868108454,15.44645731152683,28.173229686413922,33.55908021732931,32.27502451481605,-19.530062157120096,0.835614099345102,13.51953365682689,12.679902502815965,-30.68933547463196,-0.38243945297597354,-32.04488266392969,-29.946892563890184,-11.49012617172993
0.06,0.003003003003003003,39.505916333455346,11.26899707508094,-16.567504738237286,-0.29335119329702275,-34.263782478993065,14.645005045408949,-37.66933802936937,28.877598603993054,-22.68643121508959,35.29249840885923,10.694427818994402,13.017676621296529,-14.725942382316715,-30.608960837328443,-10.734777660834434,19.583384757384614,-30.813523939359882,-6.441969342137945,-34.10831039581998,27.333444483773636,-9.658454702298812,20.656449561233458,1.8554141969980686,16.27600232161726,15.44696415117182,28.174263841478933,33.560329494811874,32.276276942308655,-19.530781462530435,0.8357132865889582,13.520166234248816,12.680548003627544,-30.690539526970795,-0.38248981050556125,-32.04611039901195,-29.94801229135595,-11.490634870523747
0.08,0.004004004004004004,39.50753220434115,11.269454098907692,-16.5683019947751,-0.29342660153791844,-34.265253877432215,14.645472954011021,-37.67072906453021,28.878721310687233,-22.687323568607766,35.29392412659861,10.694874311839381,13.018230035523242,-14.726441198709802,-30.610020778637654,-10.735182338164872,19.58422230199716,-30.814580014182592,-6.442131683158051,-34.10968308095122,27.3343826051349,-9.65911457554856,20.6571143429115,1.8555018730517943,16.276570381083516,15.447417273088707,28.175251786745868,33.56153362119204,32.277510633927236,-19.53146783736764,0.8358475920627939,13.520845061097331,12.681263488534412,-30.691728891539874,-0.3825567211624202,-32.047308249494414,-29.94909178929789,-11.491165831286283
0.1,0.005005005005005005,39.50916137041731,11.269913388600346,-16.569143211988067,-0.2935225128560804,-34.26675749975437,14.645903194170291,-37.67208098022427,28.879834473080464,-22.688209538630126,35.29535509028244,10.695328361279671,13.018795201175763,-14.726909782650745,-30.611025287053792,-10.735576549817589,19.585078595038027,-30.81557661359752,-6.442261523312171,-34.111057549757845,27.335271250838062,-9.659865127554493,20.657726896300836,1.8555944227092849,16.27711294906623,15.447816680483646,28.17619355129744,33.562692574827835,32.27872557193191,-19.532121274605014,0.8360169499577793,13.521570068524767,12.682049062842,-30.692903624859216,-0.38264025664875867,-32.04847624888919,-29.9501310059312,-11.49171915834254
0.12,0.006006006006006006,39.5108036343682,11.270374864093673,-16.57002825928779,-0.29363898581002384,-34.268293306248516,14.64629574213217,-37.6733938701823,28.880938268375616,-22.68908912859385,35.29679140525146,10.695790022264323,13.019372121329008,-14.727348236485449,-30.6119744657398,-10.735960170462869,19.585953647493035,-30.816513763228038,-6.442358897669005,-34.1124338415435,27.33611048167403,-9.660706255788309,20.658287144907884,1.8556919835379042,16.277630110240544,15.448162378434953,28.177089158421847,33.56380632967898,32.27992174361663,-19.532741764117027,0.8362212960449349,13.522341187577112,12.682904852183704,-30.694063776417646,-0.3827404814385969,-32.049614421011,-29.95112989244847,-11.492294948802712
0.14,0.007007007007007007,39.5124587891383,11.270838449182241,-16.570957008925078,-0.2937760734902579,-34.26986126230481,14.64665057317872,-37.67466781655018,28.88203287115979,-22.689962346590555,35.29823316452833,10.696259354170982,13.019960798142376,-14.727756671236559,-30.612868416187766,-10.736333080971553,19.586847470524432,-30.817391483614525,-6.442423835884831,-34.113812000663195,27.336900343690772,-9.661637870039172,20.658795023447,1.8557946856464766,16.27812194435561,15.448454373907822,28.177938625587938,33.56487485521263,32.28109914123997,-19.533329292639934,0.8364605676695449,13.523158349181383,12.683831002525599,-30.695209388655943,-0.3828574528177626,-32.050722779937445,-29.952088403027904,-11.492893292601332
0.16,0.008008008008008008,39.51412661790825,11.271304071535681,-16.57192933595054,-0.29393382351503994,-34.27146133841044,14.64696766160875,-37.67590288989061,28.883118453435117,-22.690829205387413,35.299680448909534,10.696736420855391,13.020561232854586,-14.728135206593526,-30.61370723813545,-10.73669516847383,19.587760075451797,-30.818209790120296,-6.4424563621827025,-34.115192076521474,27.337640868088734,-9.66265989232526,20.65925047780833,1.855902651635224,16.278588526212523,15.448692675773025,28.178741964423242,33.56589811631189,32.28225776195483,-19.533883843729825,0.8367347037444116,13.52402148412887,12.684827680169214,-30.696340496952935,-0.382991220921496,-32.05180132996993,-29.953006494843045,-11.493514272534481
0.18,0.009009009009009009,39.515806894069456,11.271771662714134,-16.572945118176264,-0.29411227802466455,-34.27309351014864,14.647246980723667,-37.67709914918263,28.88419518464635,-22.691689722447535,35.30113332705775,10.697221290702975,13.02117342577813,-14.728483970906876,-30.614491029486842,-10.73704632641661,19.588691473733643,-30.818968692847545,-6.442456495333866,-34.116574123571205,27.338332071120647,-9.663772256798161,20.659653465028732,1.8560159965475271,16.27902992563844,15.448877294829567,28.17949918069469,33.56687607318716,32.28339760773712,-19.53440539771809,0.8370436447419449,13.52493052305427,12.68589507175223,-30.697457129614502,-0.38314182876967356,-32.05285006559524,-29.95388412807395,-11.49415796429503
