t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8
0.0,0.0,-3.691780219983067,13.874345544998377,2.797829866257795,-29.033304385616482,5.362324706342909,-15.697073339841213,12.501128859645993,18.266333745235038,-3.6677342649189515
0.02,0.001001001001001001,-3.6919305708683887,13.87489884453191,2.7979374203240868,-29.034466397706364,5.3625331465406445,-15.697703712992201,12.50162589158628,18.267059704757628,-3.6678838140531944
0.04,0.002002002002002002,-3.692065525169272,13.875450731468398,2.798045114890999,-29.03563790054774,5.36273809200877,-15.698351669024674,12.502122232347526,18.267802898222328,-3.6680334620759325
0.06,0.003003003003003003,-3.6921851259198664,13.876001170391934,2.798152847014362,-29.036818814307598,5.3629395667671504,-15.699017162154169,12.502617912397078,18.26856339887689,-3.668183280945382
0.08,0.004004004004004004,-3.692289418856532,13.876550125148109,2.7982605133890233,-29.03800905828799,5.363137594585923,-15.699700143911143,12.50311296201526,18.2693412814907,-3.66833334345295
0.1,0.005005005005005005,-3.692378452427669,13.877097558843932,2.7983680103595194,-29.03920855094266,5.363332199001198,-15.700400563155412,12.503607411312885,18.27013662237822,-3.6684837232496146
0.12,0.006006006006006006,-3.6924522778034516,13.87764343384792,2.7984752339308727,-29.040417209893857,5.363523403330857,-15.701118366091162,12.504101290248807,18.270949499423068,-3.6686344948726566
0.14,0.007007007007007007,-3.692510948885466,13.878187711790366,2.7985820797794965,-29.04163495194939,5.363711230690421,-15.701853496282537,12.504594628647556,18.27177999210271,-3.668785733772762
0.16,0.008008008008008008,-3.692554522316253,13.878730353563803,2.798688443264204,-29.042861693119924,5.363895704009019,-15.702605894669812,12.505087456217032,18.27262818151383,-3.668937516341506
0.18,0.009009009009009009,-3.6925830574887484,13.87927131932365,2.7987942194373128,-29.044097348636463,5.36407684604545,-15.703375499586151,12.505579802566277,18.273494150398307,-3.6690899199392404
0.2,0.01001001001001001,-3.692596616555628,13.879810568489043,2.798899303055835,-29.045341832968074,5.364254679404342,-15.70416224677495,12.506071697223332,18.27437798316988,-3.669243022923389
0.22,0.011011011011011011,-3.692595264438545,13.880348059743884,2.7990035885927433,-29.04659505983982,5.364429226552421,-15.70496606940777,12.506563169653175,18.275279765941484,-3.6693969046771806
0.24,0.012012012012012012,-3.6925790688372686,13.880883751038056,2.799106970248305,-29.047856942250885,5.364600509834887,-15.705786898102867,12.50705424927576,18.27619958655323,-3.669551645638822
