t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.0,0.0,32.68554279613733,-32.73145025461583,-10.260640935864508,-1.9004178489794894,-24.3781711146508,-2.6983144558830428,1.6105691271282854,-20.735682916414223,-8.066711481720517,-17.40016064919359,39.93840742744966,-20.809495817347337,-11.29748071186853,39.003956496498255,32.03196709918037,36.5927237333622,19.97447200301104,20.267444393359092,17.22690868722591,17.01430651620625,4.360297140518537,-9.696253512064827,11.554729211907908,2.4443854210683744,-16.545785644305404,32.738410104231384,-15.572153993947886,-17.904420473676016,-37.30589731899048,-27.735296340842037,27.57279265285654,-8.287196311336238,38.80761837035682,-28.42086641287779,-27.82415984151151,-31.219666861383978
0.02,0.001001001001001001,32.68684817824113,-32.73275951498004,-10.261052252657837,-1.9004987238925506,-24.379148792292394,-2.698422908406631,1.6106314093310206,-20.736516853615406,-8.067035735783188,-17.400862102371665,39.93999871560827,-20.810331633470764,-11.297936213323954,39.005513655004435,32.033245949547656,36.59418299099494,19.975266735392495,20.268249638232305,17.227592627173205,17.01498632157829,4.360465903147633,-9.696645337164858,11.555190206798999,2.444479909311709,-16.54645365120644,32.739716653339734,-15.572781975987978,-17.90513774628726,-37.30739416920304,-27.7364068261673,27.573891825936393,-8.287528626699727,38.80916569043372,-28.422008570995878,-27.825274698183282,-31.220921794357825
0.04,0.002002002002002002,32.688149277764,-32.73416326602426,-10.261482318638343,-1.9006105068909636,-24.380086297765754,-2.6985504268342977,1.6106606833629267,-20.73738697848416,-8.067366899927965,-17.401548717487483,39.94154533429131,-20.81120139683215,-11.298338934098153,39.007156656309846,32.03461340861071,36.59565173416129,19.976079456966158,20.26908382116427,17.228279823176916,17.015638163441135,4.360662511517392,-9.697060612544844,11.55565256053973,2.4445917065734375,-16.547119259552844,32.741018753210454,-15.573352875723845,-17.905861782315995,-37.308911070699956,-27.737519675680453,27.574980731126782,-8.287856947686231,38.81072434506016,-28.42320314997101,-27.826413523010938,-31.222146044082944
0.06,0.003003003003003003,32.68944621649576,-32.7356614131652,-10.261931064542908,-1.9007531874905186,-24.380983468340393,-2.698697197957232,1.6106570533454554,-20.738293339078428,-8.067705154712957,-17.402220393564374,39.943047169868755,-20.812105243168258,-11.298688718829911,39.008885328304906,32.036069494312756,36.59713003538305,19.976910168673044,20.26994715858836,17.228970112424378,17.016261875682325,4.360886898029241,-9.697499352481199,11.556116288256794,2.4447208059823975,-16.547782375904042,32.742316268234404,-15.573866683099542,-17.906592523944777,-37.31044799217979,-27.73863479965385,27.576059363821187,-8.288181380693738,38.81229436213489,-28.42445015141933,-27.82757626647233,-31.223339609815014
0.08,0.004004004004004004,32.69073912014307,-32.73725385094198,-10.262398416553774,-1.900926755080458,-24.38184014059786,-2.6988634080922425,1.6106206333022854,-20.73923598029999,-8.068050694331165,-17.402877027667007,39.94450412981364,-20.813043315250958,-11.298985408344418,39.01069947996311,32.03761421511143,36.598617967739884,19.97775888078734,20.270839873789015,17.229663324825527,17.01685728411518,4.361138980108641,-9.69796157383705,11.556581406143325,2.4448672058973657,-16.5484429070838,32.74360907043255,-15.574323398379873,-17.90732991017578,-37.312004901319014,-27.739752111357912,27.57712772077094,-8.28850204042778,38.81387577641608,-28.425749575767576,-27.828762881409567,-31.224502489417258
0.1,0.005005005005005005,32.69202811837919,-32.7389404629364,-10.262884296181216,-1.9011311989394064,-24.382656150454096,-2.699049243089446,1.6105515471993215,-20.74021494389425,-8.068403726709043,-17.403518514818963,39.945916142739925,-20.814015762933778,-11.299228839649881,39.01259890126475,32.0392475698853,36.60011560482748,19.97862561295866,20.271762196974123,17.230359283023606,17.01742420639419,4.361418660142676,-9.698447296073748,11.55704793141943,2.4450309099145686,-16.549100760204922,32.74489703953092,-15.574723032205574,-17.908073876824503,-37.31358176475355,-27.74087152709263,27.578185800086047,-8.288819049970343,38.81546862952692,-28.42710142212191,-27.829973323047188,-31.225634679342328
0.12,0.006006006006006006,32.69331334490055,-32.7407211216866,-10.263388620140224,-1.901366508254217,-24.383431333182877,-2.699254888343771,1.610449928988293,-20.74123026845029,-8.068764473609361,-17.404144747915996,39.947283158444094,-20.815022743201737,-11.29941884593693,39.01458336311618,32.04096954783106,36.60162302071454,19.979510394256515,20.272714365351185,17.231057802405854,17.017962451925282,4.361725825416046,-9.698956541261357,11.557515882288468,2.44521192687241,-16.549755842692093,32.74618006303839,-15.57506560565633,-17.90882435651095,-37.315178548058086,-27.74199296621974,27.57923360123762,-8.28913254085566,38.817072969962005,-28.428505688127224,-27.831207549008916,-31.226736174612213
0.14,0.007007007007007007,32.694594937490194,-32.74259568859463,-10.263911300221265,-1.9016326721417605,-24.38416552344033,-2.699480528810201,1.6103159226538155,-20.742281989401178,-8.069133170738336,-17.404755617635033,39.94860514795037,-20.81606442022445,-11.29955525658087,39.01665261726483,32.04278012835169,36.60314028989843,19.980413263217102,20.273696623207233,17.231758691114234,17.018471821770955,4.362060348045406,-9.699489334088092,11.557985277889042,2.4454102708533547,-16.550408062302814,32.74745803632737,-15.575351150321577,-17.909581278648208,-37.31679521572312,-27.74311635119564,27.580271125061838,-8.289442653152902,38.81868885309452,-28.42996236981696,-27.83246551933292,-31.227806968796173
0.16,0.008008008008008008,32.69587303808803,-32.744564013828075,-10.264452243155295,-1.9019296796736747,-24.384858555290542,-2.69972634902269,1.6101496822637638,-20.743370139024567,-8.069510067857006,-17.405351012338997,39.94988210355969,-20.817140965412484,-11.29963789714688,39.018806396210536,32.04467928093553,36.604667487259555,19.98133426789233,20.27470922199249,17.232461750056242,17.01895210855033,4.36242208491205,-9.700045701868694,11.558456138242603,2.44562596118289,-16.551057327146424,32.74873086271738,-15.575579708379049,-17.910344569428435,-37.318431731129856,-27.744241607604955,27.58129837376547,-8.289749535555783,38.820316341184146,-28.43147146145352,-27.833747196485536,-31.228847053986655
0.18,0.009009009009009009,32.69714779286812,-32.74662593621603,-10.265011350473149,-1.902257519904102,-24.38551026223223,-2.6999925331166774,1.6099513720227911,-20.74449474644354,-8.069895428896839,-17.40593081797749,39.9511140389023,-20.818252557476935,-11.299666589398212,39.02104441311341,32.046666965026745,36.60620468801452,19.982273465901162,20.275752420407727,17.23316677291585,17.019403096334106,4.362810877592881,-9.700625674551677,11.558928484196638,2.445859022425489,-16.551703545701198,32.7499984535615,-15.575751332681053,-17.91111415180622,-37.32008805652279,-27.74536866419488,27.58231535093286,-8.290053345479084,38.821955503385794,-28.433032955359323,-27.835052545373387,-31.229856420773178
