t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
0.0,0.0,-24.307734977727,29.40961827785066,20.406184561589676,-27.112445496235864,0.46804620076193465,0.6656162389871695,-24.84111987236414,-24.35507423925919,-21.073630428811033,23.475457170326845,-23.281737909953527,-4.366317086342557,-4.38513880841573,-15.985175040543366,25.25940622871533,-3.9254109801742776,-22.080541291469377,9.40219798182955,-21.167134097753408,-1.148532932557005,-6.236979535277477,41.265749284685185,1.7382599191067412,-24.46732140234372,23.241020263095475,-29.095616261501284,-9.327420125485064,-21.141613895877395,40.64182173472724,-27.2918764437773,32.47228097419465,11.266965105496906,28.64170848717563,36.80103567801117,13.241211057590611
0.02,0.001001001001001001,-24.30871029358957,29.4107926796549,20.40699848097185,-27.11353456040077,0.46806319220819104,0.665642173691875,-24.842119357651352,-24.356052876201684,-21.074474506020678,23.47639033676923,-23.282673594296593,-4.366492138688971,-4.385318995254808,-15.985814552395418,25.260415314533905,-3.925571226805366,-22.081427190761506,9.402570106301006,-21.167983276277017,-1.1485819914817135,-6.237234660601049,41.26739756195174,1.7383259302229315,-24.468305090163234,23.241946231386358,-29.096784638732313,-9.32779672214997,-21.14246578684309,40.643442668748136,-27.292973633085865,32.47357838048347,11.267414198731451,28.642849727169676,36.802507140585114,13.241739306267199
0.04,0.002002002002002002,-24.309722739945716,29.41191965833787,20.40782422970633,-27.114622027563065,0.46807652444645137,0.6656471506303795,-24.843135520386802,-24.35702269252887,-21.07540225319172,23.477300106567913,-23.283596775568626,-4.366670687366515,-4.385447187106332,-15.986436213494395,25.261467213321172,-3.925666183069939,-22.082318884877747,9.402923906872777,-21.16884396541219,-1.1486649598282894,-6.237517613081213,41.26905158798445,1.7384217616010673,-24.469271877966627,23.242820081565153,-29.097934738715523,-9.328076079536183,-21.143298294362253,40.64503528883127,-27.294092609461725,32.474841172512896,11.267884372538845,28.64397610094564,36.80398963300345,13.242320852874135
0.06,0.003003003003003003,-24.31077250023896,29.412999133950173,20.408661870916667,-27.11570792641098,0.4680861275356083,0.6656311534983899,-24.844168463828744,-24.357983645894755,-21.07641353580796,23.47818649366643,-23.284507510392935,-4.366852729028696,-4.385523397955728,-15.987040031097756,25.26256204948653,-3.9256958631116485,-22.083216382575603,9.403259458857411,-21.169716122550028,-1.1487818935340068,-6.237828424618156,41.27071152599912,1.7385474259196219,-24.4702220408868,23.243641809419962,-29.09906646986731,-9.328258214004158,-21.14411146313128,40.646599608031515,-27.295233348651557,32.47606934194502,11.268375752636953,28.645087710930273,36.80548310473217,13.242955734337277
0.08,0.004004004004004004,-24.311859761290837,29.41403103747836,20.40951147199146,-27.116792286867195,0.4680919309812129,0.6655941683819991,-24.845218294846486,-24.35893569798963,-21.07750820482494,23.479049510438447,-23.28540585276203,-4.367038257218815,-4.385547636465966,-15.987626013234275,25.26369994284252,-3.92566028159575,-22.08411969172671,9.403576838346305,-21.17059970439625,-1.1489328513583834,-6.238167130008808,41.272377533986344,1.7387029329193808,-24.471155857609094,23.244411407867535,-29.100179740667336,-9.328343154051142,-21.14490534396294,40.64813564212574,-27.296395821316004,32.47726288220675,11.268888462319318,28.6461846568844,36.80698750709575,13.243643994603133
0.1,0.005005005005005005,-24.312984713358528,29.415015310809427,20.410373104561916,-27.117875140066854,0.4680938637108151,0.6655361837724963,-24.84628512398112,-24.3598788145615,-21.078686096559217,23.479889167681467,-23.286291854012365,-4.3672272623668755,-4.385519905957647,-15.988194168656323,25.264881008615543,-3.925559453745274,-22.085028819287366,9.403876122203695,-21.171494666948853,-1.1491178949039782,-6.238533766964637,41.2740497647317,1.7388882894350375,-24.472073610466207,23.245128866886443,-29.101274459617542,-9.32833094021999,-21.1456799937644,40.64964340959282,-27.29757999299922,32.47842178849783,11.269422622419356,28.64726703590622,36.80850279326893,13.244385684620267
0.12,0.006006006006006006,-24.314147550190967,29.415951906696698,20.411246844476516,-27.118956518334258,0.468091854048641,0.6654571905791228,-24.847369065509646,-24.360812965436747,-21.079947032565396,23.480705474614545,-23.287165562801025,-4.36741973178688,-4.385440204391601,-15.98874450679255,25.266105357455476,-3.925393395386464,-22.085943771267953,9.404157388063341,-21.172400965473823,-1.1493370886341325,-6.238928376128607,41.27572836583797,1.7391034994274197,-24.472975585534503,23.245794173461753,-29.102350535202554,-9.328221625035898,-21.14643547551444,40.6511229315954,-27.29878582409538,32.47954605780051,11.269978351277116,28.64833494243545,36.8100289182672,13.245180862321725
0.14,0.007007007007007007,-24.315348469083354,29.416840788727143,20.412132771772747,-27.120036455158264,0.46808582968960377,0.6653571821397742,-24.848470237512526,-24.361738124540004,-21.08129081950119,23.481498438880003,-23.288027025084332,-4.367615649674521,-4.385308524353978,-15.989277037700953,25.26737309544422,-3.9251621230033864,-22.086864552701222,9.404420714327983,-21.173318554478904,-1.1495904998876503,-6.239351001091285,41.27741347974942,1.7393485640163435,-24.47386207273174,23.24640731154118,-29.103407875851474,-9.328015272970958,-21.14717185823975,40.652574231963264,-27.300013269812133,32.48063568889083,11.270555764708567,28.649388468258298,36.81156583893587,13.24602959260846
0.16,0.008008008008008008,-24.316587670930087,29.41768193129017,20.41303097064584,-27.121114985166347,0.4680757176726442,0.6652361542296468,-24.84958876194468,-24.36265426991327,-21.08271724898074,23.48226806654914,-23.288876284098375,-4.367814997105247,-4.3851248530438065,-15.989791772022292,25.26868432410314,-3.9248656538016236,-22.08779116760947,9.404666180171546,-21.174247387685426,-1.1498781988904145,-6.239801688406113,41.27910524377825,1.7396234815140885,-24.474733365916276,23.246968262002706,-29.104446389901078,-9.327711960436416,-21.14788921699037,40.653997337178346,-27.301262280131105,32.481690682351555,11.27115497597738,28.650427702513273,36.81311351393776,13.24693194733374
0.18,0.009009009009009009,-24.317865360276155,29.41847531954795,20.413941529414505,-27.12219214409733,0.468061444353398,0.6650941050678244,-24.850724764710016,-24.363561383734247,-21.08422609741648,23.48301436213197,-23.28971338034147,-4.368017752032704,-4.384889172263025,-15.99028872093385,25.270039140399387,-3.924504005780958,-22.08872361897057,9.40489386554415,-21.175187417998217,-1.1502002587639384,-6.240280487603835,41.28080379013327,1.7399282474594946,-24.475589762987724,23.247477002633715,-29.10546598556045,-9.327311775802436,-21.1485876328142,40.65539227636147,-27.302532799765395,32.48271104058685,11.271776095769162,28.651452731697816,36.814671903739594,13.24788800528851
