t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.0,0.0,32.77876424776518,25.780750894282686,21.964472719218172,-8.72673322684547,9.394370550138119,3.0286618802649317,11.402746743328768,-25.3531233396291,3.4459841359827776,6.439714652783806,-28.718595279247467,-13.84488467112498,-34.488780003869216,-0.10316276507455308,-19.72531210530109,17.778623995212996
0.02,0.001001001001001001,32.780071351912206,25.781781419528915,21.965346868290908,-8.727083207526464,9.394742641671783,3.0287821842918006,11.403201775986211,-25.354143195047467,3.4461213344392334,6.439969099352199,-28.719747315259553,-13.845443763603686,-34.490162132881615,-0.1031686606713459,-19.726102588657906,17.779332616060344
0.04,0.002002002002002002,32.781341332122516,25.782822840484137,21.96625249691748,-8.727415658089598,9.395126621814969,3.0289447292884764,11.403656881519609,-25.35514520235749,3.4462406281918714,6.440199777920341,-28.7208659163287,-13.84602282920009,-34.49152017605382,-0.10316696208476281,-19.726949878083907,17.77999974182453
0.06,0.003003003003003003,32.782574300090864,25.783875298203668,21.96718962926733,-8.727730607119325,9.395522427529318,3.0291496072179527,11.404112050910966,-25.35612940935542,3.446341926709019,6.4404066802395,-28.72195104920796,-13.846621951134814,-34.492854249888936,-0.10315764636229599,-19.727853967609782,17.780625388395475
0.08,0.004004004004004004,32.78377036466379,25.784938934653233,21.968158294285228,-8.728028083731711,9.39593000134033,3.029396914673806,11.404567274071521,-25.357095865539517,3.4464251457767054,6.440589797797899,-28.72300268066392,-13.847241213516558,-34.49416446691748,-0.10314069295182511,-19.728814858734193,17.78120956267826
0.1,0.005005005005005005,32.784929631827524,25.78601389276075,21.96915852566636,-8.728308117601449,9.396349291318415,3.0296867528701577,11.405022539829297,-25.358044622091825,3.446490207494195,6.440749121833463,-28.724020777457408,-13.847880701335992,-34.49545093570892,-0.10311608369165304,-19.729832560388022,17.781752262560676
0.12,0.006006006006006006,32.78605220469688,25.787100316466823,21.970190361830255,-8.728570738987875,9.396780251060386,3.0300192276297344,11.405477835916505,-25.358975731861587,3.446537040270339,6.440884643345279,-28.72500530632402,-13.848540500459873,-34.496713760883836,-0.10308380280097029,-19.73090708889469,17.782253476882218
0.14,0.007007007007007007,32.78713818350496,25.788198350774007,21.971253845893546,-8.72881597876,9.397222839671366,3.0303944493699677,11.405933148956835,-25.359889249350218,3.4465655788207505,6.440996353103797,-28.725956233954566,-13.849220697625332,-34.49795304312676,-0.10304383687074527,-19.732038467926532,17.7827131854045
0.16,0.008008008008008008,32.78818766559375,25.789308141794805,21.97234902564144,-8.729043868420552,9.397677021747112,3.0308125330870905,11.406388464452588,-25.360785230697875,3.4465757641658126,6.441084241659761,-28.72687352697531,-13.849921380434342,-34.499168879199566,-0.10299617485503701,-19.733226728457186,17.78313135878308
0.18,0.009009009009009009,32.789200745405616,25.7904298367985,21.973475953497925,-8.72925444012901,9.398142767356747,3.03127359833816,11.406843766771662,-25.361663733671584,3.446567543629524,6.4411482993518785,-28.72775715192814,-13.850642637348312,-34.50036136195549,-0.10294080806272764,-19.734471908709875,17.783507958540696
0.2,0.01001001001001001,32.790177514475516,25.791563584256753,21.974634686494653,-8.72944772672365,9.398620052025882,3.0317777692209447,11.407299039134397,-25.3625248176549,3.4465408708391956,6.441188516313241,-28.728607075250547,-13.85138455768282,-34.50153058035379,-0.10287773014967123,-19.73577405410155,17.78384293704191
0.22,0.011011011011011011,32.79111806142412,25.792709533888093,21.975825286238408,-8.7296237617426,9.399108856720122,3.0323251743516013,11.407754263600248,-25.363368543639098,3.446495705725995,6.441204882476485,-28.729423263255512,-13.852147231602455,-34.50267661947497,-0.10280693711125627,-19.737133217182816,17.78413623746919
0.24,0.012012012012012012,32.792022471951704,25.793867836701207,21.97704781887714,-8.729782579443885,9.399609167828956,3.032915946840064,11.408209421054298,-25.36419497421586,3.446432014526352,6.4411973875777,-28.73020568211125,-13.852930750115725,-34.50379956053668,-0.10272842727537843,-19.738549457573512,17.784387793800427
