t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
0.0,0.0,-24.625886747810473,36.47754701349131,6.545810395917113,17.180425104214503,12.277515255509801,34.657394032722635,-32.700609853486185,-9.683539872889133,-12.32981859664022,30.598974924843542,-16.43691225910915,14.024560479764654,-33.94743735510431,21.62468787622683,-21.669245107684283,-2.862017966579368,-21.420152461437258,-16.94182102360289,-32.78518379484242,36.07364547601266,-30.918183107649114,22.613544966672677,38.717651548527726,26.977668121066756,39.60934457868563,-32.90096100284533,-30.304202125277946,8.768398385014006,22.17893309773745,-20.57774464093496,-25.72730181491494
0.02,0.001001001001001001,-24.626874145160368,36.47900347667031,6.546068644637223,17.181108287439624,12.278005618577687,34.65877433498265,-32.70192075246891,-9.683932051842618,-12.330311990796938,30.600194835851173,-16.437575163807352,14.025119604997991,-33.94879623464155,21.625551762013792,-21.670114264602482,-2.8621362462754223,-21.42101311919636,-16.94250278779517,-32.78649790600079,36.07508412415744,-30.91942431428847,22.614443749103845,38.719194524574874,26.978743922912592,39.61092593910333,-32.90228126438259,-30.305415777705413,8.768745699312678,22.179820202005153,-20.57856883836824,-25.728336343408383
0.04,0.002002002002002002,-24.62784177464945,36.48042118469943,6.546312795139636,17.181788066679925,12.278468510902478,34.6601926696453,-32.70320923585741,-9.684351560346812,-12.330840283221738,30.60137319684319,-16.43827574676705,14.025691041084656,-33.95014033232706,21.626391776221432,-21.670948204820043,-2.8622546100967274,-21.421867598721573,-16.9431291784094,-32.787819354123556,36.07649208386087,-30.920648289002713,22.61535697794265,38.72079649858789,26.979798812901418,39.612544171070915,-32.903658729745295,-30.306528460148154,8.769095864667221,22.180692358202506,-20.579413953080255,-25.729405171532953
0.06,0.003003003003003003,-24.62878975224149,36.48180018063167,6.546542870554345,17.1824643950431,12.278903946923972,34.661649062964884,-32.70447555848188,-9.684798394884869,-12.331403534187823,30.60251006144286,-16.439014040936694,14.026274719396094,-33.95146964745339,21.627207957993253,-21.671746930922293,-2.8623730557008145,-21.42271594049627,-16.943700087752486,-32.78914811300476,36.07786932336066,-30.9218551128562,22.616284744132788,38.72245766024794,26.980832831132524,39.614199215616765,-32.90509335909037,-30.307540066396776,8.769448874899808,22.181549543171318,-20.58027990459448,-25.73050836291207
0.08,0.004004004004004004,-24.62971819048299,36.483140498309545,6.546758894372538,17.183137222615468,12.279311937489377,34.66314354065038,-32.70571997846785,-9.685272553168204,-12.332001808000678,30.603605474854497,-16.43979007814216,14.026870580238127,-33.95278418438528,21.628000345978393,-21.672510443585953,-2.8624915802485544,-21.42355819652086,-16.944215396302713,-32.79048416046055,36.079215811561824,-30.923044866378998,22.6172271314239,38.72417820376943,26.981846030107075,39.61589102292846,-32.906585111085406,-30.308450491917075,8.769804728495714,22.182391733260644,-20.581166609731454,-25.73164598157733
0.1,0.005005005005005005,-24.63062719853087,36.48444216229111,6.546960890431845,17.183806496452195,12.279692489829268,34.66467612783289,-32.70694275729801,-9.685774034118861,-12.332635173037955,30.604659473888592,-16.440603889092884,14.027478572883862,-33.95408395251186,21.62876897831073,-21.67323874151493,-2.862610180402552,-21.424394430302492,-16.94467497265972,-32.791827478334106,36.08053151802487,-30.92421762958259,22.618184216344336,38.72595832787561,26.982838474710135,39.61761955233442,-32.90813394285299,-30.309259633720863,8.770163428607361,22.183218904281176,-20.582073982569046,-25.732818091969364
0.12,0.006006006006006006,-24.63151688217825,36.48570518777472,6.547148882901934,17.184472160566127,12.280045607534488,34.666246849032056,-32.70814415987841,-9.686302837844982,-12.333303701794435,30.60567208698025,-16.441455503381363,14.02809865560775,-33.9553689661999,21.629513892593756,-21.673931821380414,-2.862728852326009,-21.425224716845904,-16.94507867349128,-32.793178052500345,36.08181641295268,-30.925373481975104,22.619156068170007,38.7277982357737,26.983810242196324,39.61938477229009,-32.90973980991359,-30.309967390251163,8.770524983059914,22.18403103146614,-20.583001934401626,-25.734024758937856
0.14,0.007007007007007007,-24.632387343878275,36.48692958052247,6.547322896270471,17.18513415591511,12.280371290533983,34.66785572812144,-32.70932445460898,-9.686858965609376,-12.334007470932127,30.606643334200893,-16.44234494947604,14.028730795720865,-33.95663924474801,21.6302351258912,-21.67458967776525,-2.862847591682029,-21.426049142645446,-16.945426343476864,-32.79453587287062,36.083070467176114,-30.926512502576102,22.620142748889325,38.72969813512942,26.984761422179126,39.62118666036861,-32.911402666126925,-30.31057366128192,8.770889404358439,22.18482808943875,-20.583950373698148,-25.735266047740797
0.16,0.008008008008008008,-24.63323868276603,36.48811533678227,6.547482955329417,17.1857924203879,12.28066953507356,34.66950278829279,-32.71048391345845,-9.687442419791104,-12.334746561335601,30.607573227263195,-16.44327225470755,14.029374969607469,-33.95789481234182,21.630932714723485,-21.6752123031125,-2.8629663936333305,-21.42686780567814,-16.94571781524797,-32.79590093339716,36.084293652138335,-30.927634769930922,22.621144313164283,38.73165823804082,26.98569211662397,39.623025203256,-32.91312246363201,-30.31107834783233,8.771256709696623,22.185610052186195,-20.58491920605917,-25.736542024042947
0.18,0.009009009009009009,-24.63407099467851,36.48926244320847,6.547629085161659,17.186446888788605,12.280940333695545,34.671188052019275,-32.711622812043636,-9.688053203840033,-12.33552105817264,30.608461769519124,-16.444237445248277,14.030031162762908,-33.95913569800999,21.631606695069976,-21.67579968767818,-2.863085252842331,-21.427680815397732,-16.945952909325253,-32.79727323207745,36.085485939877906,-30.928740362124582,22.622160808287695,38.733678761011376,26.98660243984508,39.62490039675098,-32.91489915278574,-30.311481352095914,8.771626920967096,22.18637689304025,-20.58590833417281,-25.73785275391357
