t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
0.0,0.0,-21.0500844859744,-20.705454184156057,-17.99765469838366,-17.158975388801665,24.787949987633166,27.744420454853273,19.427516426893977,12.793703368896812,-33.93777900780068,-11.24542280495013,24.53659034982972,-11.188074869029695,-25.349634617097845,-5.82928347869594,21.884849490875883,7.8037525134870815,2.635584142138869,-8.933986764772722,-30.57102104014399,15.520396879674944,11.027760841665804,12.410567405723416,25.365638121574996
0.02,0.001001001001001001,-21.050930494386904,-20.70628855457836,-17.998377104370128,-17.159666137869227,24.78893559196248,27.745528976092483,19.428290200297372,12.794209823778552,-33.939136855237805,-11.245877165440131,24.537567887498078,-11.188528135971486,-25.350651971074903,-5.829517555764706,21.885724219572428,7.804060112233176,2.6356837342229227,-8.934347885624234,-30.572248001435547,15.521014962801402,11.028200283252987,12.411060190505337,25.36665252297738
0.04,0.002002002002002002,-21.05175130764017,-20.707142911630225,-17.999076108960153,-17.160354283649667,24.78994355085818,27.746598086460924,19.42906879271226,12.79475045712698,-33.940431524231464,-11.246327541083872,24.53853315134639,-11.188973072744039,-25.35167540745588,-5.829759236086361,21.886612011376247,7.804329739082029,2.6357411671552504,-8.934723503051872,-30.57345413311435,15.521599151809584,11.028609047399033,12.411569072299923,25.367673445462422
0.06,0.003003003003003003,-21.052546925730475,-20.708017262240173,-17.99975166142228,-17.161039787673673,24.790973878492782,27.747627805465935,19.42985223589381,12.7953252423367,-33.941663151044004,-11.246773903631336,24.539486085257604,-11.189409665971924,-25.35270479199709,-5.83000837843661,21.887512876258167,7.804561328829542,2.635756400314898,-8.935113623207421,-30.574639486330867,15.522149441357177,11.028987094108976,12.412093978101039,25.368700914710395
0.08,0.004004004004004004,-21.05331734933528,-20.708911610176973,-18.00040371475545,-17.16172261047038,24.792026588973958,27.74861814534832,19.430640562582017,12.79593415101863,-33.94283187388209,-11.247216227313016,24.54042663225953,-11.18983790518948,-25.353739989400662,-5.8302648407237925,21.88842682510889,7.804754820903636,2.6357293923478853,-8.935518248309046,-30.575804110201933,15.522665824469504,11.02933438789873,12.412634837066404,25.36973495522178
0.1,0.005005005005005005,-21.054062579816513,-20.709825956051507,-18.00103222568547,-17.16240271156629,24.793101696337168,27.749569111045705,19.43143380651187,12.796577153013082,-33.94393783282499,-11.247654488845338,24.54135473450115,-11.190257782796438,-25.354780863349397,-5.830528480006794,21.88935386972437,7.804910159370026,2.6356601011656067,-8.935937376656799,-30.5769480517878,15.523148292528708,11.029650897768603,12.413191580536049,25.37077559032618
0.12,0.006006006006006006,-21.054782619223957,-20.710760297317236,-18.00163715466129,-17.163080049485007,24.794199214538036,27.750480700157574,19.432232002422992,12.797254216402415,-33.94498116975821,-11.24808866743548,24.54227033323108,-11.190669294014821,-25.355827276541778,-5.830799152512911,21.890294022790656,7.805027292938315,2.635548483944535,-8.936371002649375,-30.578071356069984,15.523596835263591,11.029936597179004,12.413764142050608,25.37182284219241
0.14,0.007007007007007007,-21.055477470298808,-20.711714628269302,-18.00221846585103,-17.163754581747828,24.795319157444425,27.75135290291193,19.433035186068714,12.797965307523254,-33.945962028312394,-11.248518744785596,24.54317336877803,-11.191072436847097,-25.35687909072704,-5.831076713655684,21.891247297868198,7.80510617496841,2.6353944971272507,-8.936819116802116,-30.579174065929852,15.524011440740125,11.0301914640284,12.414352457369436,25.372876731839753
0.16,0.008008008008008008,-21.056147136477357,-20.71268894004223,-18.0027761271379,-17.164426264875164,24.796461538828204,27.752185702133563,19.43384339422456,12.798710390978323,-33.94688055380754,-11.248944705096417,24.544063780533385,-11.191467212035652,-25.357936166740377,-5.8313610180527125,21.89221370937562,7.805146763477291,2.6351980964247943,-8.93728170576624,-30.58025622212794,15.524392095352614,11.030415480633481,12.414956464488537,25.37393727915033
0.18,0.009009009009009009,-21.056791621894813,-20.713683220606264,-18.00331011011587,-17.165095054388832,24.797626372356742,27.752979073213936,19.434656664696135,12.799489429647867,-33.947736893202325,-11.249366535070271,24.544941506935782,-11.191853623023565,-25.35899836453816,-5.831651919543454,21.89319327257299,7.805149021146137,2.634959236820366,-8.9377587523493,-30.58131786328397,15.52473878381552,11.030608633711593,12.415576103658326,25.375004502882607
