t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
0.0,0.0,5.609137896918744,7.761907264578656,24.315203062957334,-27.355771489552442,9.719019508286568,26.46189237325849,-17.554757809304757,-36.30269567085885,38.171970898436776,-12.094479316604408,-1.812227119217742,-5.998247250437014,20.381003012659534,9.20037043898242,-3.101897790182325,2.5116715635268076,-6.417987600491685,-3.919318538710213,15.511961743366195,-37.35103960236898,0.42017984082323445,-32.169667233075046,7.425113841266447,3.9068814263871334,-5.794254905781029,-18.149481254386096,-12.92203134441683,37.6138305083572,18.385573289027942,28.367408397692095,32.81167689791666,3.263506973326222,29.613243473320274,-26.011487709929398,-15.551934489426982,-34.50357764495738,-14.80951078866425,33.08712708745714,33.79605438336947,-33.77019433802448,-24.945642258856935,-18.23532875950569,-25.90818547193403,29.857147049957465
0.02,0.001001001001001001,5.609360412452447,7.762217408773868,24.316173676242503,-27.356871902747613,9.71940507080203,26.46294590294995,-17.55546297816863,-36.3041516662302,38.173496051733295,-12.09496661413912,-1.8122997359011919,-5.998491355820335,20.38181572550522,9.200732791110344,-3.102026508363786,2.5117703039021797,-6.4182473647323,-3.9194786731917026,15.512576215672961,-37.35253650263894,0.4201944647138602,-32.17095755364169,7.425407626931877,3.907035525198936,-5.794488842688042,-18.150213179008745,-12.9225540080041,37.615329070999316,18.386302838057983,28.368542409523087,32.81298818211846,3.263635241199223,29.614422112052907,-26.012528612130932,-15.552559923872744,-34.50496021948063,-14.810105280213056,33.0884490820537,33.79740292881097,-33.77154714509527,-24.946644889884542,-18.236059824873696,-25.90922609919759,29.85833838440601
0.04,0.002002002002002002,5.609580266150484,7.762521848642162,24.317156101562635,-27.357969723778773,9.719730738211885,26.463974638011454,-17.55615692261103,-36.30563460393829,38.17502866952025,-12.095457537853367,-1.812371878325958,-5.998708934192984,20.382661624912213,9.200985376417359,-3.1021523138268856,2.511895288577021,-6.418541147241573,-3.9197063768075853,15.513180835320712,-37.354003544099,0.42024457972263507,-32.17216030576499,7.425775300404275,3.907193172551047,-5.794765733077879,-18.15094641209766,-12.923087323917857,37.61685904317761,18.38700611416315,28.369621009516248,32.814339161403865,3.2637450255310547,29.61562065362162,-26.0135160639417,-15.553178375278861,-34.50633433243902,-14.810663687029376,33.089774677686094,33.79874324209981,-33.77299212662596,-24.947648440550868,-18.23678106436672,-25.91023880116008,29.859540826909083
0.06,0.003003003003003003,5.609797465865672,7.762820649430378,24.318150161823095,-27.35906504992907,9.719996445773353,26.464978620408903,-17.556839562875712,-36.30714426340955,38.17656861328761,-12.095952093427483,-1.812443584571194,-5.998900072689307,20.383540713027394,9.20112832780902,-3.102275239413574,2.512046521987401,-6.418868938879439,-3.920001616563618,15.513775776568863,-37.35544074891955,0.42033026476220675,-32.17327542299075,7.426216981584376,3.9073543414491505,-5.795085599503313,-18.151680966819374,-12.923631232146162,37.618420237465024,18.387683111292525,28.370644288667293,32.815729765753254,3.2638363859601136,29.616839188966324,-26.014449929878417,-15.553789858798783,-34.507700038071306,-14.811186017870709,33.09110387146306,33.80007534722101,-33.77452959308507,-24.948652856387618,-18.237492555882053,-25.91122362423713,29.860754330969414
0.08,0.004004004004004004,5.610012018065313,7.763113874546968,24.31915568056913,-27.360157982910824,9.720202125108433,26.4659579055462,-17.55751081378397,-36.30868041843263,38.17811575207016,-12.096450282697912,-1.8125148939316043,-5.999064864864484,20.38445298628661,9.201161775266531,-3.102395320134866,2.5122239994954114,-6.419230719571379,-3.9203643720317976,15.514361199398696,-37.35684813578697,0.4204516165240018,-32.17430284688352,7.4267328011205915,3.9075190061781644,-5.795448456546844,-18.152416852129836,-12.924185664724066,37.62001247113809,18.388333832227932,28.37161233363149,32.81715991584999,3.2639093795376812,29.618077805224832,-26.01533007835172,-15.554394396169753,-34.50905738991372,-14.81167229130561,33.09243666464129,33.80139926219203,-33.77615987086214,-24.949658071907713,-18.238194374765925,-25.912180613660713,29.861978851934715
0.1,0.005005005005005005,5.610223927810934,7.7634015855754,24.320172482018506,-27.361248628950875,9.720347704233157,26.466912562205753,-17.558170584693084,-36.31024283712864,38.17966996249008,-12.09695210367442,-1.8125858469332674,-5.999203410692666,20.385398435366284,9.201085845996761,-3.1025125931730626,2.512427707357041,-6.419626458307006,-3.920794635368428,15.514937249545385,-37.35822571988737,0.4206087494985208,-32.175242526954406,7.427322900370025,3.907687142285481,-5.795854310860518,-18.153154072796497,-12.924750545768724,37.62163556618835,18.388958288576017,28.372525226696496,32.81862952304741,3.263964060743642,29.619336585758766,-26.016156381610045,-15.55499201567204,-34.5104064407873,-14.812122535744269,33.09377306255808,33.802714998985884,-33.77788330217101,-24.95066401062611,-18.238886593793726,-25.913109813493772,29.863214346965542
0.12,0.006006006006006006,5.610433198739293,7.763683842290422,24.321200391094486,-27.362337098882364,9.72043310759032,26.467842672486018,-17.55881877945936,-36.31183128191952,38.181231128803255,-12.097457550556783,-1.8126564853518534,-5.999315816558439,20.386377045127634,9.200900664604347,-3.1026270978858324,2.5126576226856283,-6.4200561131324685,-3.9212924113283147,15.515504058526325,-37.35957351288747,0.4208017960035447,-32.176094420595476,7.427987431350192,3.9078587265602103,-5.796303161199389,-18.15389262941637,-12.925325791516384,37.623289349332005,18.389556500765096,28.373383045756263,32.8201384893326,3.2640004814974297,29.620615610177083,-26.01692871567843,-15.555582752092866,-34.51174724278737,-14.8125367894689,33.09511307455885,33.80402256345057,-33.77970024495282,-24.951670585082184,-18.2395692831493,-25.91401126664378,29.86446077500037
0.14,0.007007007007007007,5.61063983304468,7.76396070267718,24.32223923345911,-27.363423508242892,9.720458256085731,26.46874833173607,-17.559455296405876,-36.313445509494635,38.18279914294955,-12.097966613750932,-1.8127268522332627,-5.999402195241608,20.38738879455353,9.200606353285725,-3.102738875812137,2.5129137134108435,-6.420519631136709,-3.9218577172751115,15.516061743665752,-37.3608915229125,0.42103090622031497,-32.17685849302093,7.42872655668131,3.9080337370084433,-5.79679499844858,-18.15463251843001,-12.925911310361235,37.624973652017836,18.39012849804681,28.37418586428595,32.82168670728702,3.2640186911641984,29.621914954357212,-26.017646960292286,-15.556166646695022,-34.51307984727519,-14.812915100663952,33.09645671391952,33.805321955224585,-33.78161107277808,-24.95267769686365,-18.240242510403316,-25.91488501487516,29.86571809671797
0.16,0.008008008008008008,5.61084383146252,7.7642322229531855,24.323288835546897,-27.364507977379134,9.720423067128031,26.469629648487068,-17.560080028294966,-36.31508527077565,38.1843739046069,-12.098479279884529,-1.8127969919167237,-5.9994626658953045,20.38843365667786,9.200203032044977,-3.102847970679978,2.5131959382331615,-6.421016948431584,-3.922490583187825,15.51661040811566,-37.362179754521314,0.42129624823774353,-32.177534717215,7.429540449519015,3.9082121528245453,-5.797329805643902,-18.155373732131427,-12.926507002896074,37.626688310433586,18.390674318502576,28.374933751317794,32.823274060044064,3.2640187365562143,29.623234690463796,-26.0183109988261,-15.556743747190236,-34.514404304871725,-14.813257527446114,33.09780399776348,33.806613167648656,-33.78361617474768,-24.953685236632,-18.240906340490636,-25.91573109882067,29.866986274497098
0.18,0.009009009009009009,5.6110451932542915,7.764498457593122,24.324349024598945,-27.365590631557925,9.720327454672134,26.4704867443806,-17.56069286230562,-36.316750310879726,38.18595532124927,-12.098995531821945,-1.8128669500603867,-5.999497354017407,20.38951159850742,9.19969081893137,-3.1029544284159347,2.5135042465737896,-6.421547990125898,-3.9231910516634634,15.51715014087301,-37.363438208678566,0.4215980081047092,-32.17812307388671,7.4304292934773315,3.9083939543584894,-5.797907557985997,-18.156116258673844,-12.92711276195478,37.62843316551072,18.3911940090548,28.3756267714179,32.824900421243484,3.264000661929462,29.62457488696506,-26.01892071821696,-15.557314107717293,-34.51572066545355,-14.81356413789412,33.09915494697329,33.80789618767362,-33.78571595539222,-24.954693084149465,-18.241560835686656,-25.91654955799168,29.868265272373584
