t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.0,0.0,38.03409424891913,2.466427134962239,-17.235985616277024,-20.040830631517213,5.881441473070462,-0.6349595534389448,-22.1097429733373,39.625992096218944,33.38984904558638,-23.430268613110066,-18.26154882259639,-16.27244752582518,32.097674397577656,3.8805557357236644,4.780120307952444,-3.0255456965299263,38.23039506430335,-27.865707698081476,42.96095376943145,-12.001355760412194,-12.42662749414518,-6.654267801301078,-19.474225740615328,4.904078189152631,-21.063863576869473,19.72025018010266,-21.10048742926127,6.052349303431438,21.309869747660144,-14.830088925203778,-9.390495015739353,18.32277227736947,13.617903854660598,-12.91014540085686,-16.43422448412792,-28.095768625882943
0.02,0.001001001001001001,38.035610449581746,2.4665215724145266,-17.236675837329596,-20.04163517869804,5.881675231679227,-0.6349856979721721,-22.110630625002898,39.627576731700906,33.391184111753795,-23.431210318937374,-18.2622800442539,-16.27310181895255,32.09895527992109,3.880707356032217,4.780307665233795,-3.0256667314794448,38.23192406245807,-27.86682586176643,42.96267074681441,-12.001836897846475,-12.427129212272023,-6.654535748721033,-19.475005372151333,4.904272933385387,-21.064710887156696,19.72103884065453,-21.101334424505065,6.052590416924973,21.310719457260436,-14.830683157858848,-9.390871552331781,18.323503036241583,13.618443736576943,-12.910664567486744,-16.434883398258027,-28.096894854659443
0.04,0.002002002002002002,38.037137228792545,2.4665456922198783,-17.237411365697138,-20.04236999075887,5.881909399866969,-0.6349535720284587,-22.111531122964895,39.629186092562904,33.39247982166528,-23.432133181187247,-18.26302256069275,-16.273739356511157,32.10029085505228,3.8808588162905626,4.780521646173902,-3.025827368811352,38.2334706376266,-27.867950567184128,42.96438212090149,-12.00233233964195,-12.427577165318093,-6.654797789570653,-19.47579369414635,4.9044335871235285,-21.06557230164875,19.721796478862366,-21.102176811098886,6.052833847594567,21.311593385323942,-14.831255695870016,-9.391254485695073,18.324197369129312,13.618956398049535,-12.911177717417667,-16.435521265462235,-28.098055584536237
0.06,0.003003003003003003,38.03867475753241,2.466499448814103,-17.23819226649505,-20.043035027050223,5.882143919899687,-0.6348631350348134,-22.112444474088086,39.630820367229695,33.3937362165171,-23.433037254274907,-18.26377632474264,-16.274360090113063,32.10168108813864,3.8810101204333907,4.780762280864338,-3.0260276013920335,38.235034930362275,-27.869081981242072,42.96608794187395,-12.002842066157388,-12.427971103263415,-6.65505392952292,-19.476590703713985,4.904560041396786,-21.06644793794692,19.722523087155434,-21.103014794122466,6.053079690266622,21.312491577427444,-14.831806522451986,-9.391643778609286,18.324855218163513,13.619442033104203,-12.911684961987673,-16.436138187715983,-28.099251138260925
0.08,0.004004004004004004,38.040223218714864,2.466382779283696,-17.239018612888017,-20.04363025685444,5.882378746161323,-0.6347143407600696,-22.113370687045826,39.632479751747,33.39495333403028,-23.433922587074655,-18.26454128317793,-16.274963978909387,32.103125942425365,3.881161272232304,4.781029598553468,-3.026267424089255,38.23661708359568,-27.870220272787794,42.967788263533464,-12.003366057534727,-12.428310778677398,-6.655304175605443,-19.477396394041314,4.904652184267297,-21.06733791768402,19.723218659049905,-21.1038485751938,6.053328042226221,21.313414077563756,-14.832335619356227,-9.392039394315361,18.32547652977225,13.61990083768949,-12.912186408902876,-16.436734262603313,-28.10048185235075
0.1,0.005005005005005005,38.041782807238086,2.466195603439785,-17.23989048604804,-20.044155659304902,5.882613845156103,-0.6345071373209127,-22.114309772324077,39.634164449824276,33.396131208442064,-23.434789222891542,-18.265317376709078,-16.27555098960451,32.10462537923509,3.8813122752797566,4.78132362764675,-3.026546833769906,38.23821724256826,-27.871365612666718,42.969483143332404,-12.00390429364414,-12.428595946698893,-6.655548536210124,-19.47821075439235,4.904709900786537,-21.06824236653463,19.723883189117508,-21.104678352541047,6.0535790032469645,21.314360928118756,-14.832842966877019,-9.39244129652562,18.326061254649982,13.62033300971975,-12.91268216226008,-16.437309583311283,-28.101748077173436
0.12,0.006006006006006006,38.04335373003689,2.4659378238970127,-17.240807975111714,-20.04461122331,5.8828491955131295,-0.6342414671891137,-22.11526174222579,39.63587467287886,33.397269870496196,-23.435637199432705,-18.266104539973202,-16.276121096471396,32.10617935796383,3.8814631329720237,4.781644395705221,-3.0268658292982655,38.239835554765044,-27.872518173781266,42.971172642403346,-12.004456754027794,-12.428826365017875,-6.655787021102226,-19.479033770110817,4.9047330729524115,-21.06916141422692,19.724516672958487,-21.10550432107685,6.053832675622865,21.315332169846943,-14.833328543856789,-9.392849449434378,18.326609347728137,13.620738749123156,-12.913172322567798,-16.437864238625263,-28.10305017702963
0.14,0.007007007007007007,38.0449362061345,2.465609326157571,-17.2417711771367,-20.04499694748183,5.883084787993224,-0.6339172672000171,-22.11622661087563,39.637610640081476,33.39836934743214,-23.436466548778387,-18.266902701523744,-16.27667428136804,32.10778783607314,3.881613848491192,4.781991929442172,-3.0272244115348075,38.24147216984649,-27.873678131151173,42.972856825587705,-12.005023417842205,-12.429001793858795,-6.656019641428863,-19.47986542262226,4.904721579666522,-21.070095194556153,19.72511910717891,-21.10632667247517,6.0540891642023125,21.316327841845496,-14.83379232769078,-9.393263817728723,18.327120768147104,13.621118257894604,-12.91365698676566,-16.438398312925074,-28.104388530236776
0.16,0.008008008008008008,38.04653046669415,2.4652099787006345,-17.242780197057275,-20.045312840069755,5.883320625498049,-0.6335344685623391,-22.117204394225002,39.639372578403005,33.39942966297313,-23.437277297352637,-18.267711783819287,-16.277210533755092,32.1094507690784,3.8817644247861685,4.782366254718009,-3.0276225833355634,38.243127239579294,-27.874845661975012,42.974535761463535,-12.005604263799208,-12.429121995965714,-6.656246409726874,-19.480705689435492,4.904675296691622,-21.071043845399817,19.725690489372347,-21.107145595250625,6.05434857642412,21.31734798152679,-14.83423429433105,-9.393684366599427,18.327595479229664,13.621471740153499,-12.914136248242174,-16.438911886181987,-28.10576352921432
0.18,0.009009009009009009,38.0481367550704,2.464739633077451,-17.24383514763891,-20.04555891889876,5.883556723081511,-0.6330929968693416,-22.118195110057478,39.6411607226626,33.40045083731306,-23.43806946589369,-18.268531703211497,-16.27772985071454,32.11116811053331,3.8819148645526855,4.782767396533303,-3.0280603495520517,38.24480091776607,-27.876020945692964,42.97620952237243,-12.006199270105471,-12.429186736589257,-6.656467339930092,-19.481554544143375,4.9045940966092525,-21.072007508734373,19.72623081810595,-21.10796127484041,6.054611022355664,21.318392624589404,-14.83465441828984,-9.394111061752012,18.32803344845592,13.621799402206374,-12.914610196850836,-16.43940503395663,-28.1071755805701
