t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.0,0.0,-6.088890268489273,8.544839493625735,4.8981871889505255,-16.545029355950252,-39.30272742433267,25.3379211019712,19.391198634716353,6.807998165726791,-5.204439871763936,7.054767715330066,-13.891680323957685,-18.993241230297176,-3.492155843440571,-13.163122388079957,20.626187294472693,-16.609207704623323,20.55474762659978,-34.75977982488064,-7.490527155992827,-8.230951064059008,26.39876508756215,-22.668260487339985,-4.727556553986504,29.648058815239633,-32.35324691165005,5.521716548259525,32.94762249200159,-8.37716422636019,12.074607305680141,-0.6159830524968869,25.277048808199975,32.4124309481334,-22.313896660641486
0.02,0.001001001001001001,-6.089134198932926,8.545178641745808,4.898381040548718,-16.54569589461952,-39.30430413108628,25.338932397073958,19.39197141778934,6.808268693328667,-5.204652862163074,7.055044709473152,-13.892236234907932,-18.994002928470334,-3.4923011106313386,-13.163654242507034,20.62700788375099,-16.60987687682031,20.555568901095487,-34.76117349291363,-7.490829070366945,-8.231286557750307,26.399818372324816,-22.6691733325278,-4.727748497902732,29.64924237828539,-32.354541049684215,5.521936278291346,32.94893516360224,-8.37750007472102,12.075085869263983,-0.6160122670373732,25.278054085109783,32.41372449515002,-22.31479062566379
0.04,0.002002002002002002,-6.089356753684869,8.545496255623204,4.898583168910049,-16.546355815682027,-39.30588449050301,25.339968305825405,19.392800072916664,6.808522636454743,-5.204884885826342,7.055255594455455,-13.892802360482678,-18.99475103775674,-3.4924407362621936,-13.164167957033408,20.627761330072946,-16.610580843671784,20.556363414176687,-34.762616005336575,-7.491096342183771,-8.23160358541273,26.40079465360269,-22.670065409032823,-4.7279519026578924,29.6503945284621,-32.35578463348974,5.522229379123251,32.95020609519278,-8.377779743076458,12.075614042266201,-0.615968637353285,25.279051456809526,32.41497725009769,-22.315690166415934
0.06,0.003003003003003003,-6.089557798184006,8.545792300023537,4.898793554935775,-16.54700911452676,-39.307468803318336,25.341028872030748,19.393684699773146,6.808759994697921,-5.205135772888915,7.0554004999132545,-13.89337869239878,-18.99548545452396,-3.492574811767394,-13.164663461877932,20.628447700870343,-16.61131968622863,20.557131170512015,-34.764107359307104,-7.491329085069423,-8.231902187462655,26.401694009179085,-22.670936756507366,-4.728166730488298,29.651515249782424,-32.3569776551802,5.522595858149045,32.95143533646412,-8.378003267379391,12.076191781425516,-0.6158521905330726,25.280040818853113,32.416189195044694,-22.31659533588538
0.08,0.004004004004004004,-6.08973719233441,8.546066721491227,4.899012183181087,-16.547655794014,-39.30905736249661,25.34211413363329,19.39462539247219,6.808980766692881,-5.205405357900267,7.05547956477034,-13.893965215544332,-18.996206077748138,-3.492703435814768,-13.165140684088431,20.62906704868413,-16.612093491446608,20.557872167876692,-34.76564755576429,-7.4915273912168905,-8.232182405530788,26.402516522816928,-22.67178741276221,-4.72839295379293,29.652604526467695,-32.358120105546234,5.5230357534971946,32.95262292319177,-8.378170681085466,12.076819047742172,-0.6156629428204492,25.28102206690158,32.41736031675295,-22.31750619813817
0.1,0.005005005005005005,-6.089894790486559,8.546319448350628,4.899239041862349,-16.548295864446125,-39.310650453343385,25.343224122722983,19.39562223947187,6.809184950097569,-5.205693479817142,7.055492937171424,-13.894561907999286,-18.996912808964417,-3.4928267143136824,-13.165599547528899,20.629619411136066,-16.61290235213858,20.558586397193015,-34.767236599405855,-7.491691331396345,-8.232444282453692,26.403262284226017,-22.672617413766226,-4.728630555120377,29.65366234296213,-32.359211973932034,5.523549134072237,32.95376887719149,-8.378282015171958,12.07749580651538,-0.6154008995969148,25.28199509673776,32.41849060665511,-22.31842282835742
0.12,0.006006006006006006,-6.0900304414198585,8.546550390695806,4.899474122864822,-16.548929343545307,-39.312248353615196,25.344358865542944,19.396675323473044,6.809372541577225,-5.20599998199279,7.0554407744256045,-13.895168741056992,-18.997605552216257,-3.492944760427362,-13.166039972868877,20.630104810903912,-16.613746366923866,20.559273842571717,-34.768874498664026,-7.491820954956742,-8.232687862264097,26.403931389038345,-22.673426793647405,-4.728879527160411,29.654688683949942,-32.36025324811651,5.524136099607331,32.954873206275565,-8.378337298157946,12.078222027377054,-0.6150660553708007,25.282959804283454,32.41958006083299,-22.31934531288819
0.14,0.007007007007007007,-6.090143988326474,8.546759440369005,4.899717421750884,-16.549556256438084,-39.31385133362679,25.345518382493946,19.39778472130937,6.809543536790947,-5.206324712162473,7.05532324295981,-13.895785679246647,-18.99828421400372,-3.493057694589591,-13.166461877575,20.630523255700172,-16.61462564017472,20.55993448135415,-34.77056126568,-7.491916289818616,-8.232913190179966,26.404523938791456,-22.674215584695283,-4.729139872740217,29.65568353437533,-32.361243914198866,5.524796780728004,32.955935904209376,-8.378336556125761,12.078997684321836,-0.6146583937727639,25.283916085619236,32.42062867999723,-22.320273749288656
0.16,0.008008008008008008,-6.090235268796531,8.546946470927855,4.899968937768745,-16.550176635646757,-39.31545965635584,25.3467026881369,19.398950503829184,6.809697930380796,-5.2066675224252945,7.055140518282162,-13.896412680356649,-18.998948703230724,-3.4931656445258294,-13.16686517590473,20.630874738254292,-16.615540281959827,20.5605682841553,-34.77229691627701,-7.49197734245799,-8.233120312592346,26.405040040919676,-22.674983817364748,-4.729411604825248,29.656646879465406,-32.36218395648877,5.525531339027121,32.956956950668435,-8.378279812743688,12.079822755733444,-0.6141778875576771,25.28486383700679,32.42163646946833,-22.321208246387663
0.18,0.009009009009009009,-6.090304114804721,8.547111337601361,4.900228673861672,-16.55079052108761,-39.31707357754515,25.347911791193376,19.400172735769168,6.809835715963428,-5.207028269222328,7.054892784955166,-13.897049695458854,-18.99959893115128,-3.493268745278775,-13.167249778902251,20.631159236298352,-16.616490407984813,20.561175214907603,-34.774081469931836,-7.492004097881312,-8.233309277051973,26.405479808753142,-22.675731520281232,-4.729694746524729,29.65757870475602,-32.363073357400864,5.526339967151067,32.95793631119565,-8.378167089289894,12.080697224407329,-0.6136244986128814,25.285802954913894,32.42260343915898,-22.3221489243486
