t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
0.0,0.0,-27.87233622337916,-22.802629458529193,3.521566464645794,36.9504187469636,21.05818095686594,17.131537770424252,-28.49787091852972,5.431907964606642,-13.687775710208797,27.280038947492642,-3.937367772297195,-0.11961470856693829,-12.730517488578187,-17.58587915226915,-1.2951421676744683,-5.0712936822062815,8.933818036887626,40.21140273518223,15.601877153061691,17.494050447775358,-18.701996090112296,-14.367187990640334,2.2153352453936153,-27.74643872479057
0.02,0.001001001001001001,-27.873455248983174,-22.80354208561419,3.5217065386149593,36.95189569196961,21.059017870390427,17.13222282842103,-28.49901297972108,5.432122798378428,-13.688324019404254,27.28112876796476,-3.937527544957351,-0.11962032416374675,-12.73103004878196,-17.58658357026462,-1.2951963037883512,-5.071500691396219,8.9341721446591,40.21300688646589,15.602498598692252,17.494746077436734,-18.70274566370878,-14.367763405650441,2.215422777065441,-27.747554712107366
0.04,0.002002002002002002,-27.874630112122116,-22.804471633750524,3.5218300137215595,36.95336241088329,21.059892960924607,17.132879495229616,-28.500123528544453,5.432346240336441,-13.688870279119062,27.28220919476894,-3.9377165998301145,-0.11958071272021593,-12.731539083592814,-17.587276100567543,-1.2952671031295449,-5.071729170714908,8.934569830686833,40.2146351386663,15.603156534929944,17.495434260404906,-18.703502542220136,-14.368359423456672,2.21555229564417,-27.748717704911403
0.06,0.003003003003003003,-27.875860713365487,-22.805418248774966,3.5219369156099627,36.95481896362279,21.060806289085892,17.133507779507934,-28.501202469714194,5.432578312533438,-13.689414533201825,27.283280298681394,-3.9379350161916897,-0.11949596323808111,-12.732044654577257,-17.587956687413104,-1.295354575937902,-5.0719791748413785,8.935011128864332,40.216287465617015,15.603850908146898,17.49611501787331,-18.704266656855697,-14.36897605078566,2.2157237533016394,-27.749927706430263
0.08,0.004004004004004004,-27.877146943267398,-22.806382078797164,3.5220272744777477,36.95626541251294,21.061757918911308,17.13410768412701,-28.502249717345226,5.432819035281647,-13.68995682735626,27.284342148820247,-3.9381828771531495,-0.11936616260885906,-12.732546823847743,-17.588625272131274,-1.29545873600914,-5.072250757545166,8.935496073792294,40.21796384175549,15.604581659386957,17.49678836954839,-18.705037935136733,-14.369613294016128,2.2159371063301863,-27.751184718212873
0.1,0.005005005005005005,-27.878488682296965,-22.807363274238465,3.522101125096881,36.957701822303996,21.06274791778784,17.134679206167885,-28.503265194959212,5.433068427184505,-13.690497209139238,27.28539481264926,-3.9384602696796303,-0.11919139562187217,-12.733045654085847,-17.589281793158552,-1.2955796006808415,-5.072543971693663,8.936024700763392,40.219664242113645,15.60534872434966,17.497454333678935,-18.70581630090108,-14.370271159160591,2.2161923151145597,-27.75248874007749
0.12,0.006006006006006006,-27.87988580076387,-22.808361987871532,3.5221585068340953,36.95912826019064,21.063776356378522,17.135222336919192,-28.504248835489197,5.433326505168716,-13.691035727958335,27.286438355982206,-3.93876728460966,-0.11897174497286189,-12.733541208566365,-17.589926186052136,-1.2957171908171488,-5.072858869259582,8.936597045744957,40.22138864230837,15.606152033374451,17.498112927085764,-18.706601674307993,-14.370949651845908,2.216489344101148,-27.753839770056363
0.14,0.007007007007007007,-27.88133815873917,-22.809378374860742,3.522199463670461,36.960544795831076,21.064843308544358,17.135737061875407,-28.50520058128268,5.433593284516688,-13.6915724350689,27.28747284298791,-3.9391040166746283,-0.11870729127316831,-12.73403355118235,-17.59055838350658,-1.2958715307921462,-5.073195501328561,8.937213145359548,40.22313701853215,15.606991511425186,17.498764165191744,-18.707393971843274,-14.37164877729267,2.2168281617645618,-27.75523780433711
0.16,0.008008008008008008,-27.882845605971497,-22.81041259280342,3.522224044220143,36.9619515013663,21.06594885126196,17.136223360735826,-28.50612038410312,5.433868778899361,-13.692107383570603,27.288498336195882,-3.9394705645183925,-0.11839811305945269,-12.73452274647107,-17.591178315372968,-1.2960426484719176,-5.073553918106924,8.937873036863408,40.2249093475437,15.607867078074982,17.49940806205209,-18.708193106324643,-14.372368540293413,2.217208740571599,-27.756682837200728
0.18,0.009009009009009009,-27.884407981798777,-22.811464801771862,3.5222323017483252,36.96334845143955,21.067093064537012,17.13668120740422,-28.50700820512985,5.434153000409474,-13.692640628403444,27.289514896502613,-3.939867030717036,-0.11804428680394083,-12.735008859640915,-17.591785908680613,-1.2962305751952676,-5.0739341689296165,8.938576758122775,40.226705606658655,15.608778647491512,17.500044630385002,-18.708998986907414,-14.373108945189648,2.2176310569426354,-27.75817486095628
