t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.0,0.0,-32.224098585532225,29.985761076430983,34.10626648508843,-25.165598975244954,5.586089931088699,27.726119501553118,-41.7205657189388,-41.35147823463993,30.267981777575574,-26.248501758156383,33.85340958981037,2.459352015556344,29.135308220977123,23.6067579957876,-17.984994073117075,-6.544167254131959,-4.610304105721839,-33.89511112839342,-31.325184282513952,12.779628109619495,2.1783696850780383,34.829402700133045,-2.433569378711327,-11.256195351811561,10.510294191020046
0.02,0.001001001001001001,-32.22539139441601,29.98695637340044,34.107624638529835,-25.16661001278828,5.586308309021929,27.727222658150183,-41.72223759996492,-41.353135128747,30.269188372011595,-26.249553797299097,33.85475969824701,2.4594452782216822,29.13647158690066,23.60770071206668,-17.98571365113282,-6.54443061059114,-4.610493783419359,-33.89647042918546,-31.32644006865864,12.780136243978877,2.178451434032958,34.83079384132935,-2.4336694088166677,-11.256650864080312,10.510710036013965
0.04,0.002002002002002002,-32.2266668585114,29.988146823680548,34.108997515381304,-25.1676337180813,5.586539631377849,27.72834060439934,-41.72389147945977,-41.354792550429345,30.27038238630129,-26.250645172298427,33.85612594875613,2.4594997207386577,29.137609608363658,23.608622157151718,-17.98639593270345,-6.54468903509317,-4.61069675625887,-33.89782529588153,-31.32774667805145,12.780642266383015,2.1785961432854246,34.83217365878125,-2.433767996506766,-11.257050132659806,10.511097574140559
0.06,0.003003003003003003,-32.22792501362433,29.989332338379253,34.11038512964583,-25.168670234661636,5.586783824357637,27.729473555171463,-41.725527294812004,-41.35645047098956,30.271563925193714,-26.251776000028293,33.85750835552052,2.459515236152068,29.13872218994321,23.609522469859897,-17.987041009950083,-6.54494258889747,-4.610913027031034,-33.89917565245253,-31.32910410751267,12.781146200404478,2.178803883096684,34.83354217807497,-2.4338651251856525,-11.25739316652199,10.511456838672972
0.08,0.004004004004004004,-32.229165898881725,29.99051282824768,34.11178750121591,-25.169719707373194,5.587040813291008,27.730621730418083,-41.72714498494038,-41.35810886005607,30.27273309165259,-26.25294640176709,33.85890693808031,2.4594917155799,29.13980923829906,23.6104017776844,-17.987648968323747,-6.545191330979423,-4.611142590995287,-33.900521421871886,-31.33051235589776,12.781648070956747,2.1790747233534757,34.83489942757615,-2.433960780173297,-11.257679977758242,10.51178785546824
0.1,0.005005005005005005,-32.23038955675991,29.991688203661322,34.11320465586288,-25.170782282416674,5.5873105226112125,27.731785355206608,-41.728744490268284,-41.359767685515926,30.273889986890946,-26.254156503181136,33.86032172134802,2.4594290481838574,29.140870662182333,23.61126019680794,-17.988219886662332,-6.54543531804896,-4.611385435898042,-33.9018625260991,-31.331971424059187,12.78214790427712,2.1794087335772896,34.836245438404745,-2.4340549486784724,-11.257910581572327,10.512090642951527
0.12,0.006006006006006006,-32.23159603311392,29.992858374600146,34.11463662522698,-25.171858107401302,5.587592875828906,27.732964659756707,-41.730325752697716,-41.361426913446,30.27503471040401,-26.255406434308203,33.86175273562618,2.4593271211415777,29.141906372444417,23.612097832112337,-17.98875383724571,-6.545674604569177,-4.61164154198983,-33.9031988860626,-31.333481314807052,12.782645727909216,2.1798059829301257,34.83758024441165,-2.4341476197705667,-11.25808499627443,10.512365212099704
0.14,0.007007007007007007,-32.232785377207755,29.994023250627635,34.11608344680817,-25.17294733139776,5.587887795504883,27.734159879477787,-41.7318887155829,-41.36308650804268,30.27616736000035,-26.256696329541068,33.86320001662746,2.4591858196205623,29.142916282046023,23.612914777184233,-17.989250885849042,-6.545909242775003,-4.611910882041337,-33.90453042164195,-31.335042032868543,12.783141570685041,2.1802665402167443,34.83890388215692,-2.4342387843503377,-11.258203243276256,10.51261156642428
0.16,0.008008008008008008,-32.233957641745654,29.995182740868742,34.117545163957665,-25.174050104992403,5.5881952032216615,27.73537125500754,-41.73343332370342,-41.3647464315499,30.27728803183129,-26.25802632761103,33.864663605497334,2.4590050267538315,29.143900306066442,23.613711114316878,-17.989711091794312,-6.546139282691912,-4.612193421358373,-33.905857051649456,-31.336653584846207,12.78363546270663,2.1807904738833876,34.840216390889815,-2.4343284351195913,-11.25826534708717,10.512829701953658
0.18,0.009009009009009009,-32.23511288290426,29.996336753986796,34.119021825870156,-25.175166580342747,5.588515019553918,27.736599032251515,-41.73495952323697,-41.36640664418565,30.278396820418617,-26.259396571571337,33.866143548839396,2.4587846236173228,29.14485836171304,23.614486914508017,-17.99013450800012,-6.5463647721546945,-4.61248911779574,-33.90717869381107,-31.338315979175064,12.784127435327225,2.1813778520129588,34.841517812530505,-2.4344165665497703,-11.258271335311342,10.513019607214739
