t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
0.0,0.0,16.242952577352625,-6.923361223068723,23.240372068827174,20.625956687270072,21.224186029791596,22.914954359083428,4.2709626829405805,-36.50025826179467,23.171452980929278,-24.381539918399604,-42.72050869769666,10.379861543296714,27.90293731478145,11.277212431792648,-34.99033160940257,-28.595347761060292,25.48730718801267,-11.15830079449623,11.722476986896796,-30.439541209340405,-13.650324072037051,-16.17376389266122,-16.967286223105546,26.058242205864392,30.896563950525472,-13.961421781982045,-0.4275772315993458,12.55595043266183,-2.4683281017970717,23.980139910847374,-31.107633752056305,19.594185468001406,22.39077867468343,-40.77953777124879
0.02,0.001001001001001001,16.24359602790118,-6.923640747463064,23.24130123656696,20.626777651885,21.225034868480474,22.915866919467913,4.271127584436423,-36.50172373449942,23.172373611852827,-24.382519881699952,-42.72222191050553,10.380274301780364,27.904051624806723,11.277663381576383,-34.99173417917662,-28.596492930141626,25.488321701509157,-11.158751453005268,11.722945498071459,-30.4407598574124,-13.650875630657275,-16.174415409508082,-16.967968046705305,26.05928231627975,30.897797863836143,-13.96198267225745,-0.4275984779797083,12.556448345209356,-2.4684294257654327,23.98109556872404,-31.108882983119873,19.594967506407563,22.391672707228587,-40.781170184310895
0.04,0.002002002002002002,16.244254269614856,-6.92394411844697,23.242184354062697,20.627605138766267,21.22588139875664,22.916735957919244,4.271305696298701,-36.50318660242506,23.17329189764178,-24.383485172079908,-42.7239316589063,10.380672919343574,27.905188365516914,11.27807394234987,-34.993117621812196,-28.5976133420167,25.489308031946265,-11.159202858579725,11.723428985490404,-30.44200962519097,-13.65139521224782,-16.17513243645209,-16.968572198618357,26.060324964697895,30.89910449407743,-13.96248156737636,-0.42760630450901804,12.55695104632803,-2.46856767727353,23.982043061563676,-31.110172882652126,19.595783262413473,22.392582303327774,-40.78286961971596
0.06,0.003003003003003003,16.244927320060686,-6.924271358194676,23.2430215053505,20.62843893697765,21.226725508431176,22.917561494161287,4.271497031360267,-36.50464703128518,23.17420806925978,-24.384435705214624,-42.72563791192296,10.381057467049377,27.90634737681201,11.278444267492269,-34.99448170288905,-28.598709091310894,25.490266093871007,-11.159655002225588,11.723927534773502,-30.443290524251214,-13.651882765759078,-16.175914956225807,-16.96909879725266,26.06137002072772,30.900483831915583,-13.962918492961926,-0.42760074930297187,12.557458535372827,-2.4687428185593903,23.98298240098251,-31.111503361426294,19.59663269945914,22.39350751773788,-40.78463615120047
0.08,0.004004004004004004,16.245615195749444,-6.924622493875173,23.243812767660827,20.629278837530563,21.227567093788448,22.91834354541027,4.271701595767013,-36.5061051832644,23.175122351715732,-24.385371395105032,-42.72734063382284,10.381428014344273,27.90752849237117,11.278774502738877,-34.99582618571607,-28.5997802845848,25.49119580727939,-11.160107872716443,11.724441232815789,-30.44460256709798,-13.652338236834305,-16.17676293848986,-16.96954795857742,26.062417351296652,30.90193586259524,-13.963293471206699,-0.42758185295394546,12.557970811878354,-2.4689548066676728,23.98391360247752,-31.112874321743295,19.59751578097128,22.394448406793693,-40.78646985871622
0.1,0.005005005005005005,16.246317912122404,-6.924997557606242,23.24455821139127,20.630124633358257,21.228406059568556,22.9190821263484,4.271919388984148,-36.507561217077914,23.176034964102055,-24.386292154078035,-42.72903978416754,10.381784629107626,27.908731539668917,11.279064786197967,-34.99715083139368,-28.600827040271554,25.492097097587507,-11.160561456596655,11.724970167811941,-30.445945767081298,-13.652761567795624,-16.177676339837003,-16.96991979609242,26.063466820622626,30.903460565848366,-13.963606520832757,-0.42754965853418814,12.558487875556791,-2.469203593486586,23.984836685419264,-31.114285657411934,19.59843247031199,22.395405028418075,-40.78837082835035
0.12,0.006006006006006006,16.247035483538813,-6.925396586408477,23.24525790008126,20.630976119291798,21.22924231894791,22.919777249099564,4.272150403803367,-36.50901528803062,23.176946119631346,-24.38719789278731,-42.730735317864394,10.3821273777013,27.90995633999343,11.279315248367762,-34.99845539887924,-28.601849488612455,25.49296989560422,-11.161015738185084,11.725514429281908,-30.447320138306775,-13.653152697631713,-16.178655103791133,-16.970214420805597,26.064518290188193,30.90505791579817,-13.963857657058302,-0.42750421159868474,12.559009726296331,-2.46948912578309,23.98575167304297,-31.115737253728412,19.59938273072554,22.396377442130873,-40.7903391522411
0.14,0.007007007007007007,16.247767923264064,-6.925819622159269,23.24591189038863,20.63183309203791,21.230075793518015,22.920428923207115,4.272394626350894,-36.51046754807589,23.17785602567144,-24.3880885202148,-42.732427185218654,10.382456325019518,27.911202708466927,11.279526012153529,-34.999739645055506,-28.602847771590902,25.49381413750545,-11.16147069957933,11.726074108097734,-30.44872569554098,-13.653511561987198,-16.179699160801277,-16.97043194121875,26.065571618716863,30.90672788085814,-13.964046891570721,-0.42744556018766444,12.559536364160124,-2.4698113452364017,23.98665859243787,-31.1172289874552,19.600366525283142,22.397365709056526,-40.792374928488975
0.16,0.008008008008008008,16.24851524345858,-6.926266711546711,23.24652023206797,20.632695350158635,21.230906413262453,22.921037155613654,4.272652036096391,-36.51191814587392,23.178764883778804,-24.38896394367292,-42.734115331986324,10.382771534538948,27.91247045406822,11.279697192884798,-35.00100332480219,-28.603822042864635,25.494629764810135,-11.161926320660505,11.726649296511535,-30.450162454111798,-13.653838093153789,-16.180808428230662,-16.970572463321208,26.066626662151624,30.908470423626223,-13.964174232506126,-0.42737375482873624,12.560067789385698,-2.4701701884698237,23.987557474534757,-31.118760726799408,19.60138381682581,22.398369891930376,-40.794478261063475
0.18,0.009009009009009009,16.24927745516734,-6.926737906023397,23.247082967950778,20.633562694052898,21.231734116532127,22.921601950642838,4.272922605862717,-36.513367226849766,23.179672889730323,-24.38982406880749,-42.73579969942773,10.383073068368994,27.913759379657385,11.279828898332736,-35.002246191070476,-28.604772467696307,25.49541672435784,-11.162382579098528,11.727240088184644,-30.451630429803803,-13.654132220063183,-16.181982810340937,-16.97063609059134,26.067683273635737,30.910285500774282,-13.964239684435398,-0.42728884853862853,12.560604002384883,-2.470565587080922,23.988448354091773,-31.120332331390763,19.60243456790519,22.39939005510368,-40.79664925970513
0.2,0.01001001001001001,16.25005456831009,-6.927233261760054,23.247600133927396,20.63443492593997,21.232558850018794,22.922123309983164,4.27320630183654,-36.514814933251,23.180580233553375,-24.390668799601478,-42.73748022436184,10.383360987302291,27.915069282002662,11.279921228727652,-35.00346799496053,-28.605699222882386,25.496174968288052,-11.16283945035792,11.727846578217898,-30.45312963874866,-13.654393868281762,-16.18322219827168,-16.97062292400572,26.06874130349579,30.912173062932887,-13.964243248356755,-0.4271908968245105,12.561145003744214,-2.4709974676700805,23.98933126967841,-31.121943652259286,19.603518740722368,22.40042626454731,-40.79888803982283
