t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.0,9.986831109336226,-31.4402615327252,-15.028560086327438,5.391246180402783,-8.175428326678693,2.165966875913962,-36.32585379059838,-25.464882683638834,-25.8959490411921,21.886617118630152,-6.818977887561045,-0.16501421254097784,18.811545789256478,15.048129350209534,13.585258682954311,19.719880518362526,26.25343296439885,21.550410812477384,-18.930340629388517,15.528748570458548
0.02,0.001001001001001001,9.987224629412836,-31.441520458925517,-15.029161632454478,5.39145950478404,-8.17576153293034,2.1660528895899236,-36.32731064790249,-25.46590461152545,-25.89698791288115,21.887487398372038,-6.819255390562962,-0.16502326339832302,18.81229674429354,15.048730297625056,13.58579754220997,19.720663569524188,26.254480129606506,21.55126856574415,-18.931102880374727,15.529366841542759
0.04,0.002002002002002002,9.987581268856427,-31.44278846192379,-15.029734442327758,5.391693803907038,-8.176090612406188,2.1661382570962693,-36.328748063219486,-25.466951107175994,-25.897991070464272,21.88836579658543,-6.8195198626938405,-0.16502317396043195,18.81302787007521,15.04933795624792,13.586338446181758,19.72144932728492,26.255523341134403,21.552094254943945,-18.93188236607006,15.529978619678065
0.06,0.003003003003003003,9.987901037426374,-31.44406540293995,-15.030278567642672,5.391949018651821,-8.176415575533149,2.16622304803295,-36.33016601503169,-25.468022135200073,-25.898958502110116,21.889252379263045,-6.819771402824134,-0.16501404202765593,18.813739004450177,15.049952404760964,13.586881414876398,19.72223783483062,26.256562548004812,21.55288791874922,-18.9326791030408,15.530583919053429
0.08,0.004004004004004004,9.98818394512486,-31.44535114366422,-15.030794056223801,5.392225089105972,-8.176736432611696,2.166307328115395,-36.33156448284456,-25.46911765689183,-25.899890198253477,21.890147211173876,-6.820010108655102,-0.1649959677514874,18.81442998950118,15.050573719275357,13.587426467936474,19.72302913447198,26.257597699941115,21.553649595800326,-18.933493105858307,15.531182754057518
0.1,0.005005005005005005,9.988430002196678,-31.44664554630768,-15.03128095203483,5.392521954539991,-8.177053193825008,2.1663911591974223,-36.33294344715992,-25.47023763021624,-25.900786151590502,21.891050355884595,-6.8202360767413195,-0.1649690536158561,18.815100671551683,15.051201973347633,13.587973624634929,19.72382326763508,26.25862874737452,21.55437932468816,-18.9343243871076,15.531775139297842
0.12,0.006006006006006006,9.988639219129391,-31.44794847365214,-15.031739295188238,5.392839553383096,-8.177365869248082,2.1664745992932652,-36.33430288944998,-25.471382009795693,-25.901646357073947,21.89196187578101,-6.8204494025127165,-0.1649334044177442,18.81575090117237,15.051837237996516,13.588522903869665,19.7246202748515,26.25965564145046,21.5550771439374,-18.935172957395928,15.532361089619375
0.14,0.007007007007007007,9.98881160665388,-31.449259789099305,-15.032169121954782,5.393177823199468,-8.177674468856802,2.166557702598716,-36.335642792132084,-25.472550746896832,-25.902470811908476,21.89288183208951,-6.82065018029613,-0.16488912724713456,18.816380533187317,15.05247958171956,13.58907432415826,19.725420195747983,26.260678334034683,21.55574309199037,-18.936038825361276,15.532940620122663
0.16,0.008008008008008008,9.98894717574525,-31.4505793567192,-15.032570464772755,5.3935367006649395,-8.177979002537,2.1666405195113945,-36.33696313854419,-25.4737437894177,-25.90325951554605,21.893810284898553,-6.82083850333638,-0.1648363314663063,18.81698942668,15.053129070509577,13.58962790363279,19.726223069035623,26.26169677771898,21.55637720719151,-18.936921997680848,15.533513746181404
0.18,0.009009009009009009,9.989045937624137,-31.451907041297847,-15.032943352257028,5.393916121544128,-8.178279480093467,2.166723096650144,-36.338263912921086,-25.474961081875236,-25.9040124696814,21.894747293180174,-6.82101446381686,-0.16477512868849165,18.817577444999017,15.053785767870885,13.59018366003477,19.727028932498598,26.26271092582663,21.55697952777251,-18.9378224790795,15.53408048345952
0.2,0.01001001001001001,9.989107903758372,-31.453242708384167,-15.033287809207874,5.3943160206680325,-8.178575911258937,2.166805476873566,-36.33954510037136,-25.476202565393123,-25.904729678247616,21.895692914811534,-6.8211781528796305,-0.1647056327559082,18.81814445576365,15.05444973483536,13.590741610710198,19.72783782298241,26.263720732417475,21.557550091838046,-18.938740272338126,15.534640847927697
0.22,0.011011011011011011,9.989133085865037,-31.45458622433607,-15.03360385661957,5.394736331912093,-8.178868305703038,2.166887699297692,-36.34080668685513,-25.477468177690003,-25.905411147411865,21.896647206596494,-6.821329660645018,-0.16462795971718042,18.81869033086916,15.055121029978322,13.591301772604726,19.72864977638165,26.264726152292678,21.55808893735222,-18.93967537830201,15.535194855879404
0.24,0.012012012012012012,9.989121495912894,-31.455937456365735,-15.03389151168879,5.395176988174722,-8.179156673041208,2.1669697993128048,-36.342048659162494,-25.478757853068117,-25.90605688557127,21.897610224287256,-6.821469076230723,-0.16454222780416455,18.81921494649191,15.055799709434218,13.59186416225894,19.729464827627307,26.265727140999157,21.558596102125616,-18.940627795889117,15.535742523946384
